filename,path,extension,size_bytes,mod_time_unix,source_user,source_type,label_finance,label_hr,label_it,label_general
04-10194-CV0.docx,Z:\HR\Recruiting\Reqs\2024\Docx,.docx,52428,1577371960,larsenbrian,govdoc_real,0,0,0,0
data.sqlite,C:\Users\amanda35\source\repos\skyroom\src\Factory,.sqlite,145798,1705896073,dev_injector,secret_injection,0,0,1,1
sfDoctrineColumn.class.php,C:\Users\cfrazier\Desktop\Coding\symfony\lib\plugins\sfDoctrinePlugin\lib\generator,.php,6770,1722236187,cfrazier,github_real,0,0,0,0
05a0461n-06.txt,Z:\Shared\Team_Folder\General,.txt,31457,1590826380,larsenbrian,govdoc_real,0,0,0,0
hz.py,C:\Python312\Lib\encodings,.py,1050,1616525106,pat,system_noise,0,0,0,0
ir_inter.wav,C:\Windows\Media,.wav,178732,1634346674,terry,system_noise,0,0,0,0
06cv998-ssa Memo.docx,Z:\HR\Recruiting\Reqs\2025,.docx,41943,1662204468,patriciamiranda,govdoc_real,0,0,0,0
CONSEQUENCES OF REPUBLICAN TAX POLICIES.docx,C:\Users\andrea41\Desktop\Expenses\Receipts_Scanned\Consequences,.docx,167772,1586438958,andrea41,govdoc_real,0,0,0,0
kamland_prop.dvi,C:\Users\vchase\Documents\Client_Work\Acme,.dvi,1614807,1509754264,vchase,govdoc_real,0,0,0,0
Tax Relief 2001 through 2025 May 27.docx,C:\Users\dalebutler\OneDrive - Corp\Personal\Docx,.docx,41943,1685024502,dalebutler,govdoc_real,1,0,0,1
dan_lecture3.2.key,Z:\IT\Security\Audits\2023,.key,4414504,1657809710,elizabeth90,govdoc_real,0,0,0,0
nav_start_here_down.gif,C:\Windows\Help\Tours\htmlTour,.gif,761,1681214400,pat,system_noise,0,0,0,0
config.php,C:\Users\brianjackson\AppData\Local,.php,2220,1703738216,dev_injector,secret_injection,0,0,1,1
statsmodels.robust.robust_linear_model.RLM.predict.html,C:\Users\rebecca66\Documents\GitHub\statsmodels.github.io\v0.13.2\generated,.html,20193,1696016569,rebecca66,github_real,0,0,0,0
secrets.json,C:\Users\zsims\Documents\GitHub\config,.json,2988,1728308251,dev_injector,secret_injection,0,0,1,1
privkey.pem,C:\Program Files\Enterprise Apps\IoCsharp\myOC-WebApp\myOC-WebApp\Controllers,.pem,41870,1707939683,dev_injector,secret_injection,0,0,1,1
80-214a.docx,C:\Users\lelaurie\Documents\Scans\Docx,.docx,1457520,1701130406,lelaurie,govdoc_real,0,0,0,0
AttributeDefinitionDateImpl.java,C:\Work\Projects\Demonstrations\org.eclipse.rmf.reqif10\src\org\eclipse\rmf\reqif10\impl,.java,9651,1710402902,williamshenry,github_real,0,0,0,0
wallet_test_util.h,C:\Apps\Production\cefode-chromium\chrome\browser\autofill\wallet,.h,641,1726718263,sysadmin,github_real,0,0,0,0
2023 Budget Final Memo to Board_v3.docx,Z:\Finance\General_Ledger\2023,.docx,83886,1581618176,sanderssamantha,govdoc_real,0,0,0,0
.env.test,C:\Users\aharper\Desktop\Coding,.test,2290,1730441918,dev_injector,secret_injection,0,0,1,1
badsyntax_future5.py,C:\Python312\Lib\test,.py,196,1603595248,jo,system_noise,0,0,0,0
config.php,C:\Users\steven93\source\repos,.php,531,1707583253,dev_injector,secret_injection,0,0,1,1
MJK_12082000_1-00cv155_Marshall_v_Spectrum.pdf,Z:\HR\Recruiting\Reqs\2025,.pdf,31457,1449670618,butlerlarry,govdoc_real,0,0,0,0
2018-01-01-年终总结.md,C:\Users\jgomez\Desktop\Coding\chenjinyi.github.io\_posts,.md,1811,1727220630,jgomez,github_real,0,0,0,0
pickupCARJQRPM.asmx,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\WXQBSVQX,.asmx,2369,1731443539,pat,system_noise,0,0,0,0
bpu40a3.tmp,C:\Users\susancastaneda\Desktop\Temporary,.tmp,125829,1361975768,susancastaneda,govdoc_real,0,0,0,0
ImageDialog.java,C:\GitLab-Runner\builds\949372\SER316-Karlsruhe\src\net\sf\memoranda\ui\htmleditor,.java,13558,1696961796,deploy,github_real,0,0,0,0
tstDeviceStructSize.cpp,C:\Users\whitemichael\Documents\GitHub\vbox\src\VBox\Devices\testcase,.cpp,12346,1675199872,whitemichael,github_real,0,0,0,0
OneX_v1.xsd,C:\Windows\L2Schemas,.xsd,5957,1681214400,pat,system_noise,0,0,0,0
RS7034 List of trees prohibited for harvesting.pdf,Z:\HR\Payroll\Cycles\2023,.pdf,20971,1650142846,cynthiaatkinson,govdoc_real,0,0,0,0
env.sh,C:\Users\joy44\Downloads\dotfiles-master\sh,.sh,2550,1731425490,joy44,github_real,0,0,0,0
config.php,C:\Users\sherriwilliams\Dev\doc.servo.org,.php,1387,1696605810,dev_injector,secret_injection,0,0,1,1
certificate.p12,C:\Users\nicholas37\AppData\Local\Packages\Canonical\rootfs\home\nicholas37\NodeVision\node_modules\angular2\src\web_workers\ui,.p12,123530,1725311561,dev_injector,secret_injection,0,0,1,1
auth.json,C:\Users\susan61\Desktop\Coding\config,.json,3132,1714856708,dev_injector,secret_injection,0,0,1,1
HofstadterCV_05Nov2008_NoRefNoMoney.docx,C:\Users\wmartinez\Documents\HR\Talent_Acquisition\Candidates,.docx,115343,1702494736,wmartinez,govdoc_real,0,1,0,1
__init__.py,C:\Users\carterashley\Desktop\Coding\yabn\yabn,.py,1279,1682153372,carterashley,github_real,0,0,0,0
schwartz.doc,C:\Users\sandersanthony\Desktop\Current_Projects\Mercury,.doc,20971,1575992524,sandersanthony,govdoc_real,0,0,0,0
Ries_3_poster_1.ppt,C:\Users\butlerlarry\Desktop\Expenses\Receipts_Scanned\Poster\Poster,.ppt,356515,1513760088,butlerlarry,govdoc_real,0,0,0,0
hr2496.docx,C:\Users\gordonrichard\Documents\Drafts,.docx,10485,1443761380,gordonrichard,govdoc_real,0,0,0,0
process_balanced4_gennonh_ssm.sh,C:\Users\connie68\Documents\GitHub\Empar_paper\scripts,.sh,1509,1707472742,connie68,github_real,1,0,0,1
secrets.py,C:\Program Files\Enterprise Apps\emptymalei.github.io\_til\config,.py,2249,1703694242,dev_injector,secret_injection,0,0,1,1
MJK_01272003_1-02cv89_Hardy_v_Emery.pdf,Z:\HR\Recruiting\Reqs\2023,.pdf,62914,1516791576,shernandez,govdoc_real,0,0,0,0
2024-FORECAST-EXISTING-FMS.docx,Z:\Sales\Pipeline_Reports\2023,.docx,73400,1675430376,andrea41,govdoc_real,1,0,0,1
Append Cvrs.docx,Z:\HR\Recruiting\Reqs\2025\Docx\Cvrs,.docx,346030,1707798156,sara02,govdoc_real,0,1,0,1
05272008_1-08CV0039S_MJH_REISE_V_WALL_RR.doc,Z:\HR\Recruiting\Reqs\2024\Reise\Reise,.doc,20971,1691145548,goodjeffrey,govdoc_real,0,1,0,1
id_dsa,C:\Users\anewman\Documents\GitHub\wires\test\units\common,,39721,1691927840,dev_injector,secret_injection,0,0,1,1
ScriptsPanel.js,C:\Program Files\Common Files\Apple\Apple Application Support\WebKit.resources\inspector,.js,34020,1730332298,jo,system_noise,0,0,0,0
ML050590354.docx,C:\Users\dyoung\Desktop\Quick_Access\Docx,.docx,618659,1588346128,dyoung,govdoc_real,0,0,0,0
cv_long.dvi,Z:\HR\Recruiting\Reqs\2024,.dvi,62914,1649449610,andersondylan,govdoc_real,0,0,0,0
desktop.ini,C:\Users\LocalService\AppData\Local\Temp\Temporary Internet Files\Content.IE5\5J1V07VQ,.ini,67,1730853602,pat,system_noise,0,0,0,0
PMWHRAssessment.docx,C:\Users\douglas69\OneDrive - Corp\Work\Misc\Pmwhrassessment\Pmwhrassessment,.docx,283115,1704245200,douglas69,govdoc_real,0,0,0,0
version.rb,C:\Users\veronicablack\Desktop\Coding\csvify\lib\csvify,.rb,38,1700574833,veronicablack,github_real,0,0,0,0
2023 Taxpayer Attitude Survey.indd,C:\Users\wjones\Pictures\Scans\Survey,.indd,52428,1642587414,wjones,govdoc_real,0,0,0,0
TE - 13 GDC NSN Listing (Complete).xlsx,Z:\HR\Payroll\Cycles\2024\Listing,.xlsx,283115,1709760494,andersondylan,govdoc_real,1,0,0,1
Qatar,C:\Python312\tcl\tcl8.5\tzdata\Asia,,169,1686359254,pat,system_noise,0,0,0,0
spr-cv.doc,Z:\HR\Recruiting\Reqs\2023,.doc,83886,1564499514,phillipbolton,govdoc_real,0,0,0,0
2005_scallop_TAC_Final_05-SCA-004.docx,C:\Users\sandersanthony\Documents\Drafts,.docx,2222981,1681900074,sandersanthony,govdoc_real,0,0,0,0
APIAccrualBalance.class.php,C:\Users\kbean\AppData\Local\Packages\Canonical\rootfs\home\kbean\timetrex\classes\modules\api\accrual,.php,4549,1677447728,kbean,github_real,1,0,0,1
client.ovpn,C:\Users\michael71\source\repos\program\code archive\CF,.ovpn,10859,1720704881,dev_injector,secret_injection,0,0,1,1
Dvorak_encapsulation_oopsla2002.docx,C:\Users\rjones\Desktop\Writing\Docx,.docx,136314,1708387906,rjones,govdoc_real,0,0,0,0
id_ecdsa,C:\Users\garciamitchell\Desktop\Coding\beautiful-capi\tests\current_backuped_results\point_set\include\PointSet,,39537,1716878386,dev_injector,secret_injection,0,0,1,1
test_bsddb.py,C:\Program Files\Microsoft Office\root\Office16\Basis\program\python-core-2.6.1\lib\test,.py,11518,1713498832,terry,system_noise,0,0,0,0
dan_lecture3.1.key,C:\Users\rgeorge\ssh\keys\backup,.key,3502243,1657315302,rgeorge,govdoc_real,0,0,0,0
aws_credentials,C:\Users\aharper\AppData\Local\Packages\Canonical\rootfs\home\aharper\sdcc-z80-gas\src,,60443,1698157685,dev_injector,secret_injection,0,0,1,1
salaryPTO.php,C:\Users\jlane\Dev\PFC_CORE\fannie\legacy\it\hours,.php,1482,1707124772,jlane,github_real,0,1,0,1
unit_test_inverse_dynamics_balance_controller.py,C:\Users\ryanbrandi\Downloads\sot-torque-control-master\unitTesting,.py,6246,1680652549,ryanbrandi,github_real,1,0,0,1
Invoice.java,C:\Users\hsmith\Desktop\Coding\Invoice_generator\src\model\beans,.java,655,1691553915,hsmith,github_real,1,0,0,1
webhtml.go,C:\Work\Projects\pprof\internal\driver,.go,36927,1730279709,juan33,github_real,0,0,0,0
proton_budget.xlsx,Z:\Finance\General_Ledger\2024,.xlsx,31457,1547193712,denisesmith,govdoc_real,0,0,0,0
create_resumes_table.php,C:\Users\paul85\source\repos\job-plugin\updates,.php,1311,1674838546,paul85,github_real,0,1,0,1
private.key,C:\Users\jamesmclaughlin\Dev\VineScript\VineScript\Core\Lib\backup,.key,48633,1699994542,dev_injector,secret_injection,0,0,1,1
manager.py,C:\Users\brianferrell\Desktop\Coding\foundation\foundation\models,.py,209,1683399784,brianferrell,github_real,0,0,0,0
MockIRRangeFinderSensor.cpp,C:\Users\ashley31\Desktop\Code_Review\wyatt\test\mocks,.cpp,550,1673173282,ashley31,github_real,0,0,0,0
lyt-wine.otp,C:\Program Files\Microsoft Office\root\Office16\Basis\share\template\en-US\layout,.otp,652454,1723746032,terry,system_noise,0,0,0,0
config.js,C:\Users\natalie28\Downloads\service-master,.js,3045,1723785561,dev_injector,secret_injection,0,0,1,1
settings.py,C:\Users\douglaswoods\Documents\GitHub,.py,3991,1696550397,dev_injector,secret_injection,0,0,1,1
multi-test.html,C:\Users\rothronald\Desktop\Coding\Python-ZMarkdown\tests\misc,.html,622,1707742459,rothronald,github_real,0,0,0,0
WDF_CV_2008.docx,C:\Users\arthur13\Documents\HR\Talent_Acquisition\Candidates,.docx,2474639,1689688106,arthur13,govdoc_real,0,1,0,1
logo100.gif,C:\Python312\tcl\tk8.5\images,.gif,2341,1686359264,pat,system_noise,0,0,0,0
Boughman.pdf,C:\Users\lisa70\Documents\Templates\Boughman,.pdf,52428,1562702824,lisa70,govdoc_real,0,0,0,0
bsymbol_cir-i.gif,C:\Program Files\Brother\BRHL2170\HTML\img,.gif,159,1599554574,pat,system_noise,0,0,0,0
badsyntax_nocaret.py,C:\Python312\Lib\test,.py,35,1603598850,terry,system_noise,0,0,0,0
1_1103aNational Air Quality Forecasting Capability.docx,C:\Users\nholmes\Documents\Sales\Proposals\Acme,.docx,136314,1574932774,nholmes,govdoc_real,0,0,0,0
.env,C:\Users\alexanderdenise\Documents\GitHub,.env,3591,1726332525,dev_injector,secret_injection,0,0,1,1
Jacqueline Wagstaff 408cv1.docx,Z:\HR\Recruiting\Reqs\2023,.docx,20971,1692274818,ybrown,govdoc_real,0,1,0,1
taxa.go,C:\Users\zhangcarlos\source\repos\ncbiutils,.go,5076,1676959035,zhangcarlos,github_real,1,0,0,1
AddRoleToInstanceProfileResultStaxUnmarshaller.java,C:\Users\db_admin\source\repos\aws-sdk-java\aws-java-sdk-iam\src\main\java\com\amazonaws\services\identitymanagement\model\transform,.java,2365,1693447398,db_admin,github_real,1,0,0,1
settings.py,C:\Users\devops\source\repos,.py,3369,1696414228,dev_injector,secret_injection,0,0,1,1
backup.sql,D:\Build_Artifacts\soulscour\v2.1\Soulscour\Soulscour\backup,.sql,102629,1690917858,dev_injector,secret_injection,0,0,1,1
AS7009.pdf,Z:\Library\Docs,.pdf,41943,1645712528,beckerwilliam,govdoc_real,0,0,0,0
JET FUELS JP5 & JP8.rtf,C:\Users\goodjeffrey\Documents\Personal\Docs\Fuels,.rtf,1373634,1615375060,goodjeffrey,govdoc_real,0,0,0,0
20080200ChildSoldiers.docx,C:\Users\andersondylan\Desktop\Writing,.docx,157286,1684922436,andersondylan,govdoc_real,0,0,0,0
security,C:\Windows\repair,,32768,1730766955,pat,system_noise,0,0,0,0
react-syntax-highlighter_languages_refractor_actionscript.38f66c84.chunk.js,C:\Users\aws_svc\AppData\Local\Temp\git\CarbonPHP\view\releases\10.4.3\static\js,.js,1059,1690571379,aws_svc,github_real,1,0,0,1
senatebudget final.doc,C:\Users\david97\OneDrive - Corp\Finance\Reporting,.doc,52428,1643281606,david97,govdoc_real,0,0,0,0
IEHost.dll,C:\Windows\Microsoft.NET\Framework\v2.0.50727,.dll,77824,1711428132,terry,system_noise,0,0,0,0
05-61022-CV0.docx,Z:\HR\Recruiting\Reqs\2024\Docx,.docx,41943,1639128240,douglas69,govdoc_real,0,0,0,0
ftpconnected.gif,C:\Program Files\Microsoft Office\root\Office16\Basis\share\template\en-US\wizard\bitmap,.gif,114,1723746034,pat,system_noise,0,0,0,0
booklet revised draft 3-25.qxd,C:\Users\shane04\Desktop\Temporary,.qxd,83886,1637080158,shane04,govdoc_real,0,0,0,0
wm_hooks.dll,C:\Program Files\RealVNC\VNC4,.dll,44384,1697159640,terry,system_noise,0,0,0,0
badsyntax_future6.py,C:\Python312\Lib\test,.py,171,1603595248,pat,system_noise,0,0,0,0
CV00 11695 MTD.docx,Z:\HR\Recruiting\Reqs\2024,.docx,618659,1579889068,gtaylor,govdoc_real,0,0,0,0
2024-4408s2-06.pptx,C:\Users\ybrown\Documents\Presentations\Decks,.pptx,1646264,1709194958,ybrown,govdoc_real,0,0,0,0
places_controller_spec.rb,C:\Users\jordansamuel\Dev\mvmt\spec\controllers,.rb,5691,1700785068,jordansamuel,github_real,0,0,0,0
liheap_upsate_rpt 12.11.02.docx,C:\Users\leachconnie\Desktop\Writing,.docx,115343,1627412058,leachconnie,govdoc_real,0,0,0,0
LDF.xlsx,C:\Users\uparker\Desktop\Data_Work\Xlsx,.xlsx,52428,1542464730,uparker,govdoc_real,0,0,0,0
ServiceAuthorizationCheckTests.java,C:\Users\bryanterin\Documents\GitHub\cas-server\cas-server-webapp-support\src\test\java\org\jasig\cas\web\flow,.java,4644,1715478323,bryanterin,github_real,0,0,0,0
interviews.pdf,Z:\HR\Recruiting\Reqs\2025\Interviews,.pdf,31457,1650111776,kimberly19,govdoc_real,0,0,0,0
DMC_12062006_1-06cv35_Lewis_v_Barnhart.pdf,Z:\HR\Recruiting\Reqs\2024\Barnhart,.pdf,52428,1638531658,omiller,govdoc_real,0,0,0,0
therapists moving forward final2.pptx,C:\Users\andrea41\Documents\Code_Snippets\Pptx,.pptx,1751121,1695472946,andrea41,govdoc_real,0,0,0,0
lvnm.ttf,C:\Windows\Fonts,.ttf,56964,1632881449,terry,system_noise,0,0,0,0
ghdata-api-client.js,C:\Users\simonrobert\AppData\Local\Packages\Canonical\rootfs\home\simonrobert\ghdata\frontend\scripts,.js,5402,1730380749,simonrobert,github_real,0,0,0,0
Dispatches.qxp,C:\Temp\Logs\Server_Dump_2023,.qxp,41943,1621078204,pbarajas,govdoc_real,0,0,0,0
"52,259 Eyes AP.indd",C:\Users\denisesmith\Downloads\Web_Files\Indd\Indd,.indd,272629,1706924450,denisesmith,govdoc_real,0,0,0,0
EmployeeDirectDepositAccountStatus.php,C:\Users\rebecca66\Desktop\Coding\netsuite-php\src\Classes,.php,276,1694880187,rebecca66,github_real,0,1,0,1
run_tests.sh,C:\Users\ryanbrandi\Documents\GitHub\common-biorepository-model\CBMservice\test,.sh,424,1729443429,ryanbrandi,github_real,0,0,0,0
intro1.html,C:\Program Files\Brother\BRHL2170\HTML\ug_uk,.html,6667,1662175898,jo,system_noise,0,0,0,0
branches.inf,C:\Windows\$hf_mig$\KB973507\update,.inf,926,1720897674,charlie,system_noise,0,0,0,0
071508PAYGOSpendingvsTaxCutsSN&JP.docx,C:\Users\leejohnny\Pictures\Scans,.docx,83886,1700064708,leejohnny,govdoc_real,1,0,0,1
08-cv-33_Williams v. Limpert_MTD Memorandum Opinion.docx,Z:\HR\Recruiting\Reqs\2025\Limpert,.docx,31457,1690897358,wilsoncaitlin,govdoc_real,0,1,0,1
03-11064-CV0.docx,Z:\HR\Recruiting\Reqs\2025\Docx,.docx,83886,1578572746,goodjeffrey,govdoc_real,0,0,0,0
05-11380.0.docx,C:\Users\patricia38\Documents\Drafts\Docx,.docx,31457,1638983982,patricia38,govdoc_real,0,0,0,0
nuget.config,C:\Users\eric43\source\repos\config,.config,249,1709726012,dev_injector,secret_injection,0,0,1,1
accounts.dump,C:\Users\johngarcia\Documents\GitHub\atlanalyser\fr.tpt.atlanalyser.lib\lib\commons-cli-1.3\apidocs\org\apache\commons\cli\class-use\misc,.dump,99162,1707836419,dev_injector,secret_injection,0,0,1,1
SB1395P.docx,C:\Users\moniquecarter\Desktop\Writing,.docx,31457,1675178232,moniquecarter,govdoc_real,0,0,0,0
1.0.0.html,C:\Users\robertsonmichelle\Documents\GitHub\coq-bench.github.io\clean\Linux-x86_64-4.02.3-2.0.6\released\8.8.0\cecoa,.html,13142,1678422277,robertsonmichelle,github_real,0,0,0,0
AirTran CMO Employee Directory.docx,Z:\HR\Operations\Policies,.docx,10485,1690382160,patriciawalsh,govdoc_real,0,1,0,1
database.json,C:\Users\langkaitlyn\AppData\Local,.json,1512,1694313673,dev_injector,secret_injection,0,0,1,1
pickupCA2JLIQZ.asmx,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\O7EPGR2J,.asmx,1857,1731442400,pat,system_noise,0,0,0,0
cga40850.fon,C:\Windows\Fonts,.fon,6352,1681214400,charlie,system_noise,0,0,0,0
Intitule.java,C:\Users\melissamccall\Dev\java-wetten-nl-library\src\main\java\nl\wetten\bwbng\toestand,.java,7834,1682832284,melissamccall,github_real,0,0,0,0
ADSAdClient31[10].txt,C:\Users\Charlie\AppData\Local\Microsoft\Windows\INetCache\X5D32IHR,.txt,1133,1731116744,charlie,system_noise,0,0,0,0
03cv132_malpere_opn.docx,Z:\HR\Recruiting\Reqs\2025\Docx,.docx,20971,1586516510,goodjeffrey,govdoc_real,0,0,0,0
EmployeeDepartment.java,C:\Work\Projects\random-jpa\src\test\java\com\github\kuros\random\jpa\testUtil\entity,.java,1656,1704319039,bgonzales,github_real,0,1,0,1
midterm2.docx,Z:\Shared\Team_Folder\General\Docx,.docx,62914,1585536038,jacobjones,govdoc_real,0,0,0,0
01-1779.cvr.docx,Z:\HR\Recruiting\Reqs\2025,.docx,188743,1666459512,ybrown,govdoc_real,0,0,0,0
application.yml,C:\Users\alexander76\AppData\Local\config,.yml,783,1727103636,dev_injector,secret_injection,0,0,1,1
Palmer,C:\Python312\tcl\tcl8.5\tzdata\Antarctica,,7659,1686362852,terry,system_noise,0,0,0,0
TYPES.py,C:\Program Files\Microsoft Office\root\Office16\Basis\program\python-core-2.6.1\lib\plat-linux2,.py,3420,1713498292,charlie,system_noise,0,0,0,0
client.key,C:\Users\jbennett\Documents\GitHub\telegraf\plugins\inputs\ras,.key,120560,1719521154,dev_injector,secret_injection,0,0,1,1
hibernate.cfg.xml,C:\Users\samantha25\AppData\Local\config,.xml,1484,1714503866,dev_injector,secret_injection,0,0,1,1
gce_loadbalancer_external_test.go,C:\Users\qrocha\Downloads\origin-master\vendor\k8s.io\kubernetes\pkg\cloudprovider\providers\gce,.go,39583,1702957299,qrocha,github_real,1,0,0,1
pbogoral.pdf,C:\Users\jennifer26\Documents\Research\Reading_List\Pbogoral,.pdf,3732930,1698837034,jennifer26,govdoc_real,0,0,0,0
.env.production,C:\Users\azure_agent\Dev\openui5,.production,3779,1700552963,dev_injector,secret_injection,0,0,1,1
NonUniqueTaxonomyMap.java,C:\Work\Projects\openMAXIMS\Source Library\openmaxims_workspace\DomainObjects\src\ims\core\clinical\domain\objects,.java,14623,1692015463,rebekahkim,github_real,1,0,0,1
w_c_hl2100_010.gif,C:\Program Files\Brother\BRHL2170\HTML\ug_uk\images,.gif,2386,1671779270,charlie,system_noise,0,0,0,0
spuninst.exe,C:\Windows\$NtUninstallKB971737$\spuninst,.exe,231288,1688562122,jo,system_noise,0,0,0,0
CONTRIBUTING.md,C:\Users\jlarson\Documents\GitHub\svgsus,.md,2936,1701520138,jlarson,github_real,0,0,0,0
Forestry Appendices FINAL 3.docx,C:\Users\wmartinez\Documents\Scans\Docx\Final,.docx,1478492,1646128656,wmartinez,govdoc_real,0,0,0,0
mscorsvc.dll,C:\Windows\Microsoft.NET\Framework\v2.0.50727,.dll,227648,1711428134,terry,system_noise,0,0,0,0
fixer_base.py,C:\Program Files\Microsoft Office\root\Office16\Basis\program\python-core-2.6.1\lib\lib2to3,.py,6343,1713499112,charlie,system_noise,0,0,0,0
commands.py,C:\Python312\Lib,.py,2630,1684964474,terry,system_noise,0,0,0,0
syntax.c,C:\Users\ybutler\Documents\GitHub\topaz\src\topaz,.c,24306,1706501541,ybutler,github_real,1,0,0,1
QMFCommandDecoder.java,C:\GitLab-Runner\builds\649992\andes\modules\andes-core\broker\src\main\java\org\wso2\andes\qmf,.java,2905,1685131388,jenkins_bot,github_real,0,0,0,0
DMC_03132001_2-00cv380_Inner_Space_v_Atkinson.pdf,Z:\HR\Recruiting\Reqs\2025\Atkinson,.pdf,41943,1457698508,melissa84,govdoc_real,0,0,0,0
database.php,C:\Users\ariel00\Desktop\Coding,.php,847,1715846486,dev_injector,secret_injection,0,0,1,1
03-31083-CV0.docx,Z:\HR\Recruiting\Reqs\2023\Docx,.docx,31457,1579363760,denisesmith,govdoc_real,0,0,0,0
test_shutil.py,C:\Python312\Lib\test,.py,14285,1706653870,pat,system_noise,0,0,0,0
JSProfilerCore.dll,C:\Program Files\Internet Explorer,.dll,118272,1709555704,pat,system_noise,0,0,0,0
index-loader-syntax.js,C:\Users\kellypage\AppData\Local\Temp\git\css-loader\test\fixtures,.js,463,1686101073,kellypage,github_real,1,0,0,1
WeatherForecasts.ts,C:\Users\devops\Desktop\Coding\DataConnect\src\DataConnect.Client.WebClient\ClientApp\store,.ts,3664,1690538368,devops,github_real,1,0,0,1
local_settings.py,C:\GitLab-Runner\builds\926876\freefalcon-central,.py,965,1732839683,dev_injector,secret_injection,0,0,1,1
wallet.dat,\\wsl$\Ubuntu\home\vblevins\projects\Nucleo.NET\src\Nucleo.Web\Web,.dat,71618,1728629826,dev_injector,secret_injection,0,0,1,1
06-2771 Ngo (final op) 7-23-07.docx,C:\Users\admin\Documents\Audit_Logs,.docx,31457,1658487922,admin,govdoc_real,0,0,0,0
PartD_AppendixA_Rev13.doc,C:\Users\william92\Documents\Client_Work\Globex\Partd,.doc,73400,1618416972,william92,govdoc_real,0,0,0,0
spuninst.exe,C:\Windows\$NtUninstallKB961371-v2$\spuninst,.exe,231288,1716378052,pat,system_noise,0,0,0,0
Lesson1.qxd,Z:\Shared\Collaboration\Alpha,.qxd,73400,1430991718,omiller,govdoc_real,0,0,0,0
domain.txt,C:\System Volume Information\_restore{B467CED3-3B47-4617-B471-E2E64806610B}\RP13\snapshot,.txt,38,1732040609,jo,system_noise,0,0,0,0
DMC_09022004_2-04cv103_Gentle_Wind_v_Garvey.pdf,Z:\HR\Recruiting\Reqs\2024,.pdf,31457,1567156624,wmartinez,govdoc_real,0,0,0,0
LAPD 2540.1 10-10-08 ext.docx,Z:\Shared\Team_Folder\General,.docx,41943,1696697294,william92,govdoc_real,0,0,0,0
italy-pasta-cvd.docx,Z:\HR\Recruiting\Reqs\2023\Docx,.docx,73400,1575460802,benjamin08,govdoc_real,0,0,0,0
index.html,\\wsl$\Debian\home\frivera\git\vliux.github.io\drawing\jinggu,.html,8656,1720089969,frivera,github_real,0,0,0,0
Newborn Hearing Screening Survey 3-General.docx,Z:\HR\Recruiting\Reqs\2025\Screening,.docx,73400,1635010948,david97,govdoc_real,0,0,0,0
config.json,C:\Users\walkerdarlene\Desktop\Coding,.json,3824,1706466849,dev_injector,secret_injection,0,0,1,1
BudgetBudgetDeliveryMethod.php,C:\inetpub\wwwroot\google-adwords-api-light\Google\Api\Ads\AdWords\v201605\classes,.php,716,1688339280,cloud_user,github_real,1,0,0,1
