filename,path,extension,size_bytes,source_type,mod_time_unix,source_user
config.yml,C:\Users\lynchanthony\Desktop\Coding,.yml,468,secret_injection,1764214748,dev_injector
config.php,C:\Users\sherry11\source\repos,.php,2485,secret_injection,1765394499,dev_injector
nuget.config,C:\Users\taylortracy\Documents\GitHub,.config,1691,secret_injection,1762022440,dev_injector
.env.test,D:\Archive\Legacy_Projects\hs2\src,.test,1407,secret_injection,1751267131,dev_injector
credentials.json,D:\Websites\jvm-bloggers\public_html\src\config,.json,2079,secret_injection,1763235311,dev_injector
secrets.py,C:\Users\azure_agent\Documents\GitHub\config,.py,1704,secret_injection,1753881181,dev_injector
database.yml,C:\Users\kyle43\Desktop\Coding,.yml,2985,secret_injection,1755407474,dev_injector
database.yml,C:\Users\ecosta\Desktop\Code_Review,.yml,2700,secret_injection,1746538934,dev_injector
client_secret.json,\\wsl$\Ubuntu\home,.json,428,secret_injection,1751324222,dev_injector
.env.test,C:\Users\stephaniecalhoun\Downloads\HT1632-for-Arduino-master,.test,2048,secret_injection,1763252638,dev_injector
app.config,C:\Users\lucasgomez\AppData\Local,.config,3111,secret_injection,1763316244,dev_injector
config.json,D:\Websites\chromium\public_html\third_party,.json,2942,secret_injection,1764588864,dev_injector
settings.json,C:\Work\Projects\frr\ripd,.json,3012,secret_injection,1753492871,dev_injector
secrets.json,C:\Users\jtapia\AppData\Local,.json,3438,secret_injection,1753919783,dev_injector
wp-config.php,C:\Users\asanchez\Dev\t-motion-detector-cli,.php,3468,secret_injection,1750421517,dev_injector
auth.json,C:\Users\ashleywagner\Downloads\coq-bench.github.io-master,.json,3189,secret_injection,1747747957,dev_injector
secrets.js,C:\Users\sarah24\AppData\Local,.js,3239,secret_injection,1763040718,dev_injector
application.yml,C:\Work\Projects\data-tables\src\config,.yml,3854,secret_injection,1758444707,dev_injector
config.py,C:\Users\greenashley\Desktop\Coding,.py,3135,secret_injection,1745018022,dev_injector
config.php,C:\Users\joycecampbell\Dev\www2015,.php,3921,secret_injection,1742800446,dev_injector
config.py,C:\Users\sherriwilliams\Desktop\Code_Review,.py,655,secret_injection,1750314977,dev_injector
.env.production,C:\Users\owensjohn\Downloads\digitalnote-master,.production,2431,secret_injection,1755426466,dev_injector
.env.production,\\wsl$\Ubuntu\home\config,.production,1575,secret_injection,1742538319,dev_injector
settings.py,C:\Users\douglaswoods\Documents\GitHub,.py,3991,secret_injection,1760931642,dev_injector
auth.json,C:\Users\james23\Dev\apue,.json,1213,secret_injection,1764274200,dev_injector
local_settings.py,C:\Users\angelaanthony\Dev\aws-sdk-cpp,.py,670,secret_injection,1737686196,dev_injector
config.php,C:\Users\jeffreycampbell\Downloads\WebImageBrowser-master\config,.php,2997,secret_injection,1739141128,dev_injector
credentials.json,C:\Users\tammysmith\Desktop\Coding,.json,3000,secret_injection,1738618337,dev_injector
secrets.json,C:\Work\Projects\tebandesade.github.io\old,.json,3475,secret_injection,1748864295,dev_injector
firebase.json,\\wsl$\Debian\home,.json,1997,secret_injection,1765769065,dev_injector
ormconfig.js,C:\Users\amber59\Documents\GitHub,.js,568,secret_injection,1756377997,dev_injector
nuget.config,C:\Apps\Production\wfuzz-1\wordlist,.config,306,secret_injection,1748974237,dev_injector
.env.local,C:\Users\rogersalexa\Desktop\Coding,.local,3362,secret_injection,1754080199,dev_injector
wp-config.php,C:\Users\jgarcia\Dev\rubyspec,.php,767,secret_injection,1766791210,dev_injector
auth.json,C:\Users\hubermonica\Documents\GitHub,.json,2340,secret_injection,1748894417,dev_injector
nuget.config,C:\Users\mcclurejamie\Documents\GitHub,.config,2636,secret_injection,1736369482,dev_injector
wp-config.php,C:\Users\francopaula\AppData\Local,.php,3549,secret_injection,1744732294,dev_injector
.env.production,D:\Websites\rust\public_html\src\config,.production,1421,secret_injection,1746273637,dev_injector
auth.json,C:\Users\wwilliams\Downloads\MSBlogsReader-master\config,.json,3535,secret_injection,1738576004,dev_injector
.env,C:\GitLab-Runner\builds\591561\chiplotle\config,.env,3023,secret_injection,1738530435,dev_injector
database.yml,D:\Archive\Legacy_Projects\testGitHub\testMaven,.yml,3786,secret_injection,1745354988,dev_injector
kubeconfig.yaml,C:\Users\russellgary\Desktop\Coding\config,.yaml,3759,secret_injection,1761226078,dev_injector
database.php,D:\Archive\Legacy_Projects\react-app\codes,.php,1246,secret_injection,1757746307,dev_injector
settings.py,D:\Websites\grunt-json2html\public_html\templates\config,.py,2939,secret_injection,1765897422,dev_injector
auth.json,C:\Users\joycecampbell\AppData\Local,.json,1893,secret_injection,1749071544,dev_injector
settings.json,C:\Users\kimberlyhanson\Documents\GitHub,.json,2072,secret_injection,1759027329,dev_injector
secrets.py,Z:\Backups\Source_Code\runbook.io_2023\src,.py,689,secret_injection,1737575448,dev_injector
config.py,D:\Build_Artifacts\test-karma\v4.2,.py,2467,secret_injection,1756751463,dev_injector
settings.py,C:\Users\cloud_user\AppData\Local,.py,2657,secret_injection,1748039294,dev_injector
database.yml,\\wsl$\Debian\home,.yml,2264,secret_injection,1752859702,dev_injector
kubeconfig.yaml,\\wsl$\Ubuntu\home,.yaml,2417,secret_injection,1765205401,dev_injector
settings.json,C:\Users\dsanders\AppData\Local,.json,3577,secret_injection,1741243009,dev_injector
settings.json,C:\Users\sysadmin\Documents\Audit_Logs,.json,3557,secret_injection,1760762063,dev_injector
web.config,C:\GitLab-Runner\builds\319885\domoticz,.config,3814,secret_injection,1748810426,dev_injector
auth.json,C:\Users\thomasjohn\source\repos,.json,337,secret_injection,1743301330,dev_injector
settings.py,D:\Archive\Legacy_Projects\async-state,.py,1872,secret_injection,1737772366,dev_injector
settings.py,C:\Work\Projects\Sisacon\Sisacon\config,.py,3025,secret_injection,1764970637,dev_injector
wp-config.php,\\wsl$\Ubuntu\home,.php,1781,secret_injection,1738070066,dev_injector
.env.production,C:\Users\efoster\source\repos,.production,473,secret_injection,1736513747,dev_injector
hibernate.cfg.xml,C:\Users\samantha25\AppData\Local\config,.xml,1484,secret_injection,1743763916,dev_injector
settings.json,C:\Users\nathaniel57\AppData\Local,.json,3278,secret_injection,1747206434,dev_injector
.env.example,C:\Users\azure_agent\source\repos,.example,270,secret_injection,1737957010,dev_injector
secrets.py,C:\Users\xmontes\Dev\JabRef_ES2,.py,2761,secret_injection,1754999877,dev_injector
.env.test,C:\Users\aharper\Desktop\Coding,.test,2290,secret_injection,1742655081,dev_injector
hibernate.cfg.xml,C:\Work\Projects\NiL.JS\NetCoreTestApp\config,.xml,2302,secret_injection,1756514022,dev_injector
credentials.json,C:\Users\db_admin\Documents\GitHub,.json,3734,secret_injection,1743661680,dev_injector
web.config,C:\Users\milleraustin\Downloads\PDI-Plugin-Step-BloomFilter-master,.config,3920,secret_injection,1764336362,dev_injector
app.config,\\wsl$\Debian\home,.config,3321,secret_injection,1738975400,dev_injector
secrets.py,C:\Work\Projects\tumblr.atmos.org\posts,.py,703,secret_injection,1765768158,dev_injector
hibernate.cfg.xml,C:\Program Files\Enterprise Apps\git_code\src\config,.xml,337,secret_injection,1747623473,dev_injector
config.py,C:\Users\megan79\source\repos,.py,1702,secret_injection,1762433095,dev_injector
secrets.py,C:\Users\weaverlauren\source\repos,.py,2130,secret_injection,1754579875,dev_injector
config.yml,C:\Users\calderontimothy\Documents\GitHub\config,.yml,3056,secret_injection,1766561295,dev_injector
credentials.json,C:\Users\john60\source\repos,.json,520,secret_injection,1754068039,dev_injector
nuget.config,\\wsl$\Debian\home\config,.config,2260,secret_injection,1738351725,dev_injector
.env.local,C:\Users\mwilliams\Documents\GitHub,.local,329,secret_injection,1739922145,dev_injector
credentials.json,D:\Websites\Misskey\public_html\src,.json,2812,secret_injection,1739868719,dev_injector
secrets.py,C:\Work\Projects\meteor\scripts,.py,1602,secret_injection,1745068297,dev_injector
.env,\\wsl$\Ubuntu\home,.env,1953,secret_injection,1763178887,dev_injector
.env,C:\Users\alexanderdenise\Documents\GitHub,.env,3591,secret_injection,1753887862,dev_injector
.env.production,C:\Users\tamarasalas\source\repos,.production,1260,secret_injection,1738539903,dev_injector
config.php,C:\Users\azure_agent\source\repos,.php,569,secret_injection,1738426332,dev_injector
.env.production,\\wsl$\Ubuntu\home,.production,3077,secret_injection,1748020717,dev_injector
app.config,\\wsl$\Debian\home\config,.config,3101,secret_injection,1757774873,dev_injector
kubeconfig.yaml,C:\Users\robertsonmichelle\Dev\OrionClient,.yaml,3673,secret_injection,1755829433,dev_injector
local_settings.py,C:\Users\carterashley\AppData\Local\config,.py,2623,secret_injection,1742737421,dev_injector
auth.json,C:\Users\phughes\Desktop\Coding,.json,679,secret_injection,1750306392,dev_injector
secrets.js,C:\Users\jbennett\Documents\GitHub,.js,810,secret_injection,1752822498,dev_injector
auth.json,C:\Users\woodcarrie\AppData\Local\config,.json,1452,secret_injection,1753684245,dev_injector
local_settings.py,C:\GitLab-Runner\builds\926876\freefalcon-central,.py,965,secret_injection,1761380149,dev_injector
kubeconfig.yaml,C:\Users\timothyjordan\Desktop\Coding,.yaml,2225,secret_injection,1748604415,dev_injector
client_secret.json,C:\Users\lynchanthony\source\repos,.json,253,secret_injection,1754999104,dev_injector
local_settings.py,\\wsl$\Ubuntu\home,.py,2717,secret_injection,1745891906,dev_injector
.env.local,C:\Users\lweaver\Dev\Picturepark.SDK.DotNet,.local,1475,secret_injection,1757635133,dev_injector
secrets.json,C:\Apps\Production\phage\db,.json,997,secret_injection,1740646637,dev_injector
settings.py,C:\Users\joyceperez\AppData\Local,.py,3740,secret_injection,1755747140,dev_injector
kubeconfig.yaml,C:\Users\devops\AppData\Local,.yaml,1082,secret_injection,1754585887,dev_injector
wp-config.php,C:\Users\joy44\AppData\Local,.php,3481,secret_injection,1764996266,dev_injector
ormconfig.js,C:\Users\rothronald\Desktop\Code_Review,.js,660,secret_injection,1746714727,dev_injector
secrets.py,C:\Users\sherry11\Desktop\Coding,.py,2153,secret_injection,1744886357,dev_injector
.env.test,C:\Users\azure_agent\Desktop\Coding\config,.test,3095,secret_injection,1765071959,dev_injector
database.php,C:\Users\ariel00\Desktop\Coding,.php,847,secret_injection,1737597930,dev_injector
application.yml,C:\Users\alexander76\Desktop\Coding,.yml,1389,secret_injection,1764334019,dev_injector
secrets.json,C:\Users\kimberlykelley\Dev\doma,.json,1971,secret_injection,1736929666,dev_injector
web.config,C:\Users\montoyaantonio\Downloads\qmole-master,.config,939,secret_injection,1759040709,dev_injector
