filename,path,extension,size_bytes,source_type,mod_time_unix,source_user
secrets.py,C:\Users\langkaitlyn\Downloads\eclipse-oxygen-master,.py,3064,secret_injection,1766325250,dev_injector
local_settings.py,C:\Apps\Production\CookieVLC\vlc\config,.py,1840,secret_injection,1744883556,dev_injector
.env,C:\Program Files\Enterprise Apps\wwa\src,.env,2139,secret_injection,1755433977,dev_injector
database.yml,C:\inetpub\wwwroot\processing-paris-2010\src,.yml,2076,secret_injection,1758823795,dev_injector
kubeconfig.yaml,C:\Users\meyermichelle\source\repos,.yaml,1833,secret_injection,1766047417,dev_injector
wp-config.php,C:\Users\scottcampbell\Desktop\Coding\config,.php,2225,secret_injection,1748367792,dev_injector
client_secret.json,C:\Users\david40\source\repos,.json,216,secret_injection,1755406330,dev_injector
.env.production,C:\Users\richmondclifford\AppData\Local\config,.production,1025,secret_injection,1744781004,dev_injector
secrets.json,C:\Users\sharon66\source\repos,.json,2433,secret_injection,1758723660,dev_injector
auth.json,C:\Users\paul26\Desktop\Code_Review,.json,978,secret_injection,1758152366,dev_injector
client_secret.json,C:\Users\melissabarry\Documents\GitHub,.json,259,secret_injection,1760543748,dev_injector
wp-config.php,C:\Work\Projects\pay\pay-product,.php,3132,secret_injection,1750063978,dev_injector
secrets.py,C:\Users\aws_svc\source\repos,.py,2800,secret_injection,1743049067,dev_injector
.env.test,C:\Users\thomasjohn\Dev\Einstein,.test,3703,secret_injection,1757968703,dev_injector
firebase.json,C:\Work\Projects\rchess,.json,2764,secret_injection,1736624113,dev_injector
config.php,\\wsl$\Debian\home\config,.php,3569,secret_injection,1758929808,dev_injector
secrets.py,C:\Users\eandrade\Downloads\IFDS-RA-master\config,.py,2580,secret_injection,1739697990,dev_injector
web.config,D:\Archive\Legacy_Projects\JavaAyo\src-nutz\config,.config,3116,secret_injection,1737740719,dev_injector
config.json,C:\Work\Projects\csound.github.io\docs,.json,3658,secret_injection,1766258142,dev_injector
web.config,C:\Users\kbean\Dev\eclipselink.runtime-bfg-strip-big-blobs,.config,3871,secret_injection,1742109102,dev_injector
secrets.py,C:\Work\Projects\portfolio\zaklad-tapicerski,.py,3459,secret_injection,1759921638,dev_injector
secrets.json,C:\Users\fsherman\Documents\GitHub,.json,1829,secret_injection,1754678615,dev_injector
settings.py,C:\Users\twatkins\Dev\Sloth,.py,3152,secret_injection,1744601414,dev_injector
settings.py,C:\Work\Projects\tada-frontend\app,.py,2358,secret_injection,1746987470,dev_injector
.env.test,C:\Users\ashley31\Dev\google-api-nodejs-client,.test,2305,secret_injection,1741181599,dev_injector
secrets.json,\\wsl$\Ubuntu\home,.json,1956,secret_injection,1765033052,dev_injector
secrets.json,C:\Users\lunajeffrey\Dev\x-pipe,.json,1696,secret_injection,1736717398,dev_injector
.env.production,C:\Users\russellmatthew\AppData\Local,.production,3793,secret_injection,1740353102,dev_injector
nuget.config,C:\Users\doris06\source\repos,.config,278,secret_injection,1739538022,dev_injector
.env,C:\Users\aws_svc\source\repos,.env,644,secret_injection,1766293166,dev_injector
credentials.json,\\wsl$\Debian\home\config,.json,3997,secret_injection,1757382202,dev_injector
config.yml,C:\Users\rogersalexa\source\repos,.yml,3319,secret_injection,1759547856,dev_injector
local_settings.py,\\wsl$\Ubuntu\home,.py,3103,secret_injection,1739958414,dev_injector
.env.local,C:\Users\fordcharlene\AppData\Local,.local,1175,secret_injection,1743789017,dev_injector
settings.py,C:\Users\hernandezjordan\Documents\GitHub,.py,1246,secret_injection,1753885817,dev_injector
credentials.json,C:\Users\hannahgonzalez\source\repos,.json,3043,secret_injection,1743006022,dev_injector
kubeconfig.yaml,C:\Users\ryanbrandi\Desktop\Code_Review\config,.yaml,2411,secret_injection,1737023972,dev_injector
nuget.config,C:\Users\eandrade\Dev\Igneel,.config,867,secret_injection,1764951312,dev_injector
.env,C:\Users\zhanna\source\repos,.env,2542,secret_injection,1750127613,dev_injector
.env,C:\Users\fsherman\Desktop\Code_Review,.env,1309,secret_injection,1755880550,dev_injector
.env.test,C:\Users\trujillokristi\source\repos\config,.test,2711,secret_injection,1737308974,dev_injector
web.config,C:\Users\ehunter\source\repos\config,.config,971,secret_injection,1750346710,dev_injector
database.yml,C:\Apps\Production\sequences\include,.yml,3768,secret_injection,1755029455,dev_injector
application.yml,C:\Users\david40\Dev\Adium\config,.yml,1812,secret_injection,1751988889,dev_injector
application.yml,C:\Users\kwatkins\Desktop\Code_Review,.yml,3194,secret_injection,1765578163,dev_injector
hibernate.cfg.xml,C:\Program Files\Enterprise Apps\stardust\src,.xml,817,secret_injection,1765632528,dev_injector
secrets.json,C:\inetpub\wwwroot\TwoLevelCache\src,.json,3528,secret_injection,1742301975,dev_injector
config.py,C:\Apps\Production\PracticingProgrammer\Practicing_Programmer,.py,3718,secret_injection,1749098645,dev_injector
auth.json,D:\Archive\Legacy_Projects\The-Eternal-Sorrow\dependencies,.json,3066,secret_injection,1740974764,dev_injector
local_settings.py,C:\Users\linda42\Documents\GitHub,.py,3922,secret_injection,1746743231,dev_injector
client_secret.json,C:\Apps\Production\grobid\grobid-core,.json,2667,secret_injection,1761254942,dev_injector
secrets.json,C:\Users\scottcampbell\AppData\Local,.json,3101,secret_injection,1740880623,dev_injector
database.yml,C:\Users\db_admin\Downloads\MovieRecommender-master,.yml,2924,secret_injection,1759054134,dev_injector
auth.json,C:\Users\zporter\Desktop\Coding,.json,2249,secret_injection,1740644641,dev_injector
wp-config.php,\\wsl$\Ubuntu\home,.php,2965,secret_injection,1740612235,dev_injector
kubeconfig.yaml,C:\Users\sotoheather\Documents\GitHub,.yaml,3600,secret_injection,1747498968,dev_injector
nuget.config,C:\Users\wilsonspencer\Desktop\Coding,.config,301,secret_injection,1763204153,dev_injector
database.php,C:\Work\Projects\Bio-HMM-Logo\src\config,.php,2643,secret_injection,1762838100,dev_injector
web.config,C:\Users\ptownsend\Dev\ltp\config,.config,743,secret_injection,1750244553,dev_injector
secrets.py,C:\Users\ejoseph\AppData\Local,.py,2057,secret_injection,1755397560,dev_injector
.env.example,C:\Users\pclark\Desktop\Coding,.example,2390,secret_injection,1758859100,dev_injector
config.py,C:\Users\xestrada\Dev\BioMedICUS,.py,555,secret_injection,1748407941,dev_injector
kubeconfig.yaml,C:\Users\xestrada\source\repos\config,.yaml,1314,secret_injection,1766742904,dev_injector
.env.local,C:\Users\robertsonmichelle\Downloads\ArabicePubReader-master,.local,2785,secret_injection,1761215986,dev_injector
auth.json,C:\Users\sarah87\Desktop\Code_Review,.json,1516,secret_injection,1766752630,dev_injector
firebase.json,C:\Program Files\Enterprise Apps\armnn\src,.json,2436,secret_injection,1751537069,dev_injector
application.yml,\\wsl$\Ubuntu\home,.yml,2188,secret_injection,1761860044,dev_injector
credentials.json,C:\Users\nicole33\AppData\Local,.json,2002,secret_injection,1767193957,dev_injector
config.json,\\wsl$\Debian\home,.json,631,secret_injection,1747012429,dev_injector
credentials.json,C:\Work\Projects\confit\core,.json,2255,secret_injection,1765965657,dev_injector
database.php,C:\Users\lbaker\AppData\Local,.php,3351,secret_injection,1753076017,dev_injector
secrets.json,C:\Work\Projects\xos\views,.json,1027,secret_injection,1742925587,dev_injector
application.yml,\\wsl$\Ubuntu\home,.yml,2769,secret_injection,1765259329,dev_injector
app.config,\\wsl$\Ubuntu\home,.config,1476,secret_injection,1756009338,dev_injector
web.config,C:\Users\backup_svc\Desktop\Scripts,.config,619,secret_injection,1767052534,dev_injector
config.yml,Z:\Backups\Source_Code\simply.fund_2023\wp-content\config,.yml,1150,secret_injection,1753802252,dev_injector
.env.test,\\wsl$\Ubuntu\home,.test,1841,secret_injection,1766238983,dev_injector
app.config,\\wsl$\Ubuntu\home,.config,1510,secret_injection,1764045320,dev_injector
.env.test,C:\Users\johngarcia\source\repos\config,.test,3024,secret_injection,1751795804,dev_injector
settings.json,C:\Users\linda42\Documents\GitHub,.json,2315,secret_injection,1747077211,dev_injector
app.config,Z:\IT_Admin\Tools\angular-solr-example\solr-4.8.0,.config,498,secret_injection,1749201402,dev_injector
local_settings.py,\\wsl$\Ubuntu\home,.py,2867,secret_injection,1738318583,dev_injector
settings.py,C:\Users\efoster\Desktop\Code_Review,.py,296,secret_injection,1750840421,dev_injector
kubeconfig.yaml,C:\Work\Projects\lenovo-g505s\src,.yaml,1295,secret_injection,1737860518,dev_injector
config.py,C:\Users\eric12\Desktop\Coding,.py,2911,secret_injection,1751527604,dev_injector
kubeconfig.yaml,C:\Users\db_admin\Documents\GitHub,.yaml,2391,secret_injection,1764143999,dev_injector
config.php,C:\Work\Projects\occasio\src,.php,523,secret_injection,1754887459,dev_injector
secrets.json,C:\Users\mcclurejamie\Dev\UnitTestingWorkshop,.json,617,secret_injection,1745821124,dev_injector
credentials.json,C:\Users\jeffreycampbell\AppData\Local,.json,3109,secret_injection,1764204182,dev_injector
database.json,C:\Temp\Publish\WEBsimon\src,.json,1789,secret_injection,1737381480,dev_injector
config.php,C:\Users\simonrobert\source\repos,.php,3574,secret_injection,1760558789,dev_injector
wp-config.php,\\wsl$\Debian\home,.php,1373,secret_injection,1759560721,dev_injector
hibernate.cfg.xml,C:\Users\kimberlyrichards\Dev\Gplus_2159_0801\config,.xml,604,secret_injection,1766422683,dev_injector
app.config,\\wsl$\Ubuntu\home,.config,3902,secret_injection,1767198752,dev_injector
.env.local,Z:\IT_Admin\Tools\astrobin\astrobin,.local,944,secret_injection,1738858612,dev_injector
secrets.js,C:\Work\Projects\avalon\localization,.js,1925,secret_injection,1739007806,dev_injector
secrets.js,C:\Users\nhart\Desktop\Coding,.js,2427,secret_injection,1736468947,dev_injector
.env.test,C:\Users\paul26\Desktop\Code_Review,.test,892,secret_injection,1766171211,dev_injector
secrets.js,C:\Users\sharon66\Desktop\Coding\config,.js,1072,secret_injection,1750968246,dev_injector
ormconfig.js,C:\Users\mccannjordan\AppData\Local,.js,1148,secret_injection,1750321857,dev_injector
client_secret.json,\\wsl$\Ubuntu\home,.json,1930,secret_injection,1748457756,dev_injector
.env.example,C:\Work\Projects\RPi.SenseHat\RPi.SenseHat,.example,2481,secret_injection,1742913403,dev_injector
auth.json,D:\Build_Artifacts\avatar2\v9.3\avatar2,.json,1231,secret_injection,1757393225,dev_injector
application.yml,C:\Users\brianjackson\source\repos,.yml,436,secret_injection,1741313417,dev_injector
local_settings.py,C:\Users\aws_svc\Documents\GitHub,.py,3467,secret_injection,1736529229,dev_injector
local_settings.py,C:\Users\stephenpadilla\AppData\Local\config,.py,337,secret_injection,1753056822,dev_injector
credentials.json,C:\Users\qlee\Desktop\Code_Review\config,.json,815,secret_injection,1744625714,dev_injector
.env.production,C:\Users\jwhitney\Documents\GitHub,.production,2290,secret_injection,1756899113,dev_injector
.env,\\wsl$\Debian\home,.env,2389,secret_injection,1746102758,dev_injector
.env.example,C:\Apps\Production\angular-cli-stress-test\src,.example,3943,secret_injection,1753864464,dev_injector
.env.production,C:\Users\hughessean\Desktop\Coding\config,.production,1364,secret_injection,1746631298,dev_injector
secrets.js,C:\Users\robert49\source\repos\config,.js,3308,secret_injection,1759376535,dev_injector
config.json,C:\Users\boothtonya\Desktop\Coding,.json,889,secret_injection,1754724431,dev_injector
.env.test,C:\Users\ariel00\Desktop\Code_Review,.test,758,secret_injection,1743746357,dev_injector
settings.json,C:\Users\jlarson\source\repos,.json,3181,secret_injection,1763700748,dev_injector
local_settings.py,C:\Users\xmontes\Dev\wordpress-pw,.py,1281,secret_injection,1746608410,dev_injector
database.php,\\wsl$\Ubuntu\home\config,.php,3379,secret_injection,1762464531,dev_injector
nuget.config,C:\Users\tiffany41\Desktop\Coding,.config,1798,secret_injection,1755349404,dev_injector
ormconfig.js,C:\Users\markjenkins\Documents\GitHub,.js,3853,secret_injection,1739553764,dev_injector
settings.json,C:\Users\natalie28\Documents\GitHub,.json,928,secret_injection,1760716310,dev_injector
local_settings.py,C:\Users\martin05\Dev\kernel_vortex\config,.py,916,secret_injection,1759560708,dev_injector
client_secret.json,C:\Users\wyoung\Dev\rails,.json,833,secret_injection,1763997063,dev_injector
.env.production,C:\Users\katherinesmith\source\repos,.production,3482,secret_injection,1750034074,dev_injector
config.py,C:\Users\deanamber\Downloads\cepdb-master\config,.py,2203,secret_injection,1766929608,dev_injector
.env,C:\Users\justin83\Documents\GitHub,.env,1335,secret_injection,1752148275,dev_injector
database.yml,C:\Users\pricebrian\source\repos,.yml,892,secret_injection,1754437962,dev_injector
secrets.js,C:\Users\amandajackson\Desktop\Coding,.js,532,secret_injection,1759042214,dev_injector
settings.json,C:\Users\ejoseph\Desktop\Code_Review,.json,3633,secret_injection,1739543510,dev_injector
config.yml,\\wsl$\Ubuntu\home,.yml,3895,secret_injection,1751222645,dev_injector
hibernate.cfg.xml,C:\Program Files\Enterprise Apps\airflow\airflow,.xml,2742,secret_injection,1765117986,dev_injector
config.php,C:\Users\spencer31\source\repos,.php,3294,secret_injection,1758486966,dev_injector
settings.py,C:\Users\michael71\Documents\GitHub,.py,2320,secret_injection,1741196626,dev_injector
database.php,C:\Users\robertsonmichelle\Documents\GitHub\config,.php,3634,secret_injection,1759296800,dev_injector
secrets.js,C:\Users\castillosarah\Desktop\Coding,.js,777,secret_injection,1749373243,dev_injector
ormconfig.js,\\wsl$\Ubuntu\home,.js,1153,secret_injection,1754564895,dev_injector
nuget.config,C:\Users\omorrison\AppData\Local,.config,2146,secret_injection,1736625527,dev_injector
config.py,D:\Websites\pickledpleasures.github.io\public_html,.py,984,secret_injection,1749029911,dev_injector
.env.production,C:\Users\lweaver\AppData\Local\config,.production,1689,secret_injection,1752017275,dev_injector
firebase.json,\\wsl$\Debian\home,.json,1245,secret_injection,1748908518,dev_injector
.env,C:\Users\owensjohn\AppData\Local,.env,2124,secret_injection,1765882645,dev_injector
auth.json,\\wsl$\Debian\home\config,.json,3999,secret_injection,1739332099,dev_injector
hibernate.cfg.xml,C:\Users\morrissusan\source\repos,.xml,1781,secret_injection,1762271338,dev_injector
config.php,C:\Work\Projects\igraph\vendor,.php,3259,secret_injection,1759813400,dev_injector
firebase.json,C:\Work\Projects\armor\cmd,.json,2553,secret_injection,1744853815,dev_injector
secrets.json,C:\Users\leonrebecca\Dev\GitOnSys,.json,729,secret_injection,1757331111,dev_injector
config.php,C:\Users\weaverlauren\source\repos,.php,3554,secret_injection,1751267625,dev_injector
database.json,C:\Users\juanmeyer\Desktop\Coding,.json,1793,secret_injection,1765046594,dev_injector
secrets.js,C:\Users\mcclurejamie\source\repos\config,.js,2095,secret_injection,1739495306,dev_injector
secrets.json,\\wsl$\Ubuntu\home,.json,282,secret_injection,1764437669,dev_injector
.env.production,C:\Users\ricardo01\AppData\Local,.production,2659,secret_injection,1766220683,dev_injector
.env.local,C:\Users\jeremykelley\Desktop\Coding\config,.local,249,secret_injection,1741905977,dev_injector
.env.local,C:\Users\stephenpadilla\Desktop\Coding\config,.local,3268,secret_injection,1747471833,dev_injector
settings.py,C:\Users\lucasgregory\source\repos,.py,3404,secret_injection,1763352674,dev_injector
credentials.json,C:\Users\thorntonashley\source\repos,.json,3899,secret_injection,1760151561,dev_injector
database.yml,C:\Users\robert42\Dev\backbone,.yml,3278,secret_injection,1758883737,dev_injector
hibernate.cfg.xml,C:\Users\davidmay\source\repos,.xml,857,secret_injection,1748415169,dev_injector
local_settings.py,C:\Work\Projects\opensludge\doc,.py,3541,secret_injection,1749188277,dev_injector
settings.json,C:\Users\mortonkelly\Desktop\Coding,.json,557,secret_injection,1737617351,dev_injector
firebase.json,C:\Work\Projects\clouddriver\clouddriver-kubernetes,.json,1900,secret_injection,1739575461,dev_injector
application.yml,C:\Users\kentmary\AppData\Local,.yml,3490,secret_injection,1760565535,dev_injector
credentials.json,C:\Users\melissa84\source\repos,.json,3888,secret_injection,1743889049,dev_injector
.env.production,\\wsl$\Ubuntu\home\config,.production,2730,secret_injection,1736613808,dev_injector
database.yml,C:\Users\olittle\Documents\GitHub,.yml,2433,secret_injection,1742246393,dev_injector
firebase.json,C:\Users\amberwoods\Desktop\Code_Review,.json,565,secret_injection,1758457545,dev_injector
config.py,C:\Users\phughes\Desktop\Code_Review,.py,3124,secret_injection,1763864707,dev_injector
ormconfig.js,C:\Apps\Production\head_first_design_patterns_rb\lib,.js,3179,secret_injection,1744982166,dev_injector
client_secret.json,C:\Users\julia27\Desktop\Code_Review,.json,1842,secret_injection,1760522660,dev_injector
config.yml,\\wsl$\Ubuntu\home,.yml,2636,secret_injection,1762960676,dev_injector
