filename,path,extension,size_bytes,mod_time_unix,source_user,source_type,label_finance,label_hr,label_it,label_general,recency_score,size_logged,name_len,path_len,path_depth,valuable_ext,junk_ext
8436640f.lcl,C:\Users\gmoore\Dev\incubator-datasketches-memory\src\test\java\com\yahoo\memory\node_modules\eslint\esm\helpers,.lcl,529,1758601705.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.7852610172412055,6.272877006546167,12,112,14,0,1
model.js,C:\Users\twilson\Desktop\Coding\scalapp\node_modules\mongoose\lib,.js,91982,1740226288.0,twilson,github_real,0,0,0,0,0.5387517196457414,11.429359056348073,8,65,8,0,0
OrthographicCamera.js,C:\Jenkins\workspace\four_Build\src,.js,1846,1754613246.0,gitlab_runner,github_real,0,0,0,0,0.7143188169597444,7.52131798019924,21,35,4,0,0
4d3937b5.lst,\\wsl$\Debian\home\barbarajones\git\ProductDesignGame\MinimaxAlgorithm\poi-3.8\docs\apidocs\org\apache\poi\util\class-use\k8s\overlays\production\generated,.lst,19255,1739656836.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.5335610510178165,9.865577979462907,12,155,20,0,0
honghuo_CV.doc,Z:\HR\Recruiting\Reqs\2023,.doc,146800,1738935439.0,xsanchez,govdoc_real,0,1,0,1,0.5271272545801493,11.896833207128452,14,26,4,0,0
SS43.docx,C:\Users\virginia85\Desktop\Writing,.docx,136314,1741439485.0,virginia85,govdoc_real,0,0,0,0,0.5501541595246442,11.822723662986718,9,35,4,0,0
05-41719-CV0.docx,Z:\HR\Recruiting\Reqs\2023,.docx,62914,1561783780.0,gtaylor,govdoc_real,0,0,0,0,0.13307574523219093,11.049539888026068,17,26,4,0,0
R17_PIM.pdf,C:\Users\zberger\Downloads\Email_Attachments,.pdf,94371,1740603678.0,zberger,govdoc_real,0,0,0,0,0.542247709606956,11.454999697966604,11,44,4,0,0
LsGKDuRleqvQtMf8Jj44QwlUErbFEyZDYfpZigX68MJunItbTAui5JgbUxq-wKrmnlIlPRG_early_street.dat,C:\Work\Projects\QzPhp,.dat,22555,1749433384.0,synthetic_noise,long_name_injector,0,0,0,0,0.6393095586509758,10.023756384927072,88,22,3,0,0
CCi2pxGoEz7HTcCiZ00vNTb07zD9m8R40mFJJgLkRutB8AKcdJkYcGiKCFbWMSOK1WvBNSgUsD1H2_fs990osd.jpg,C:\Users\sethhunter\AppData\Local\Temp\git\toc\docs,.jpg,30444,1648736078.0,synthetic_noise,long_name_injector,0,0,0,0,0.21020423445018907,10.323677056042674,90,51,8,0,0
dns.rb,C:\Program Files\Enterprise Apps\google-cloud-ruby\gcloud\lib\gcloud,.rb,642,1751258637.0,root,github_real,0,0,0,0,0.6638743776888192,6.466144724237619,6,68,6,0,0
23539.000,C:\Users\denisesmith\Downloads\Email_Attachments,.000,188743,1748748004.0,denisesmith,govdoc_real,0,0,0,0,0.6305485412406658,12.14814687852655,9,48,4,0,0
config.json,C:\Users\jgomez\Dev\vufind\themes\bootstrap3\js\lib\k8s\manifests\base\generated,.json,2233838,1559847995.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.13199750596036589,14.619232187974866,11,80,12,0,0
lngcucxc_q7tPArWvIYETAtoH6QdzWEf1BY_JhEXQhhH1-sJktnaA9_oDqhu9dikYuEA5z-PDLsb.jpg,C:\Users\robert46\Desktop,.jpg,27887,1474290076.0,synthetic_noise,long_name_injector,0,0,0,0,0.09719188793898598,10.235951767759802,80,25,3,0,0
.gitignore,C:\Users\yangjoshua\Desktop\Coding\ZipPy\edu.uci.python.test\src\edu\uci\python\test\runtime\cmake\external\project\bin,,6681,1597897057.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.15700132800441538,8.807172622916703,10,119,16,0,0
cert.pfx,C:\Users\ryanbrandi\Downloads\SchemaCrawler-master\schemacrawler-api\src\main\java\schemacrawler\utility,.pfx,17735,1752216692.0,dev_injector,secret_injection,0,0,1,1,0.6775392057923929,9.783351751296147,8,104,10,0,0
database.json,\\wsl$\Debian\home\admin\auth-service,.json,2405,1746794179.0,dev_injector,secret_injection,0,0,1,1,0.6068417364794763,7.785720896534624,13,37,6,0,0
CV_no format_7.docx,Z:\HR\Recruiting\Reqs\2025\Docx,.docx,83886,1662890265.0,paul17,govdoc_real,0,0,0,0,0.23210193673301288,11.337225934085149,19,31,5,0,0
Dockerfile,C:\Users\whitemichael\source\repos\methodbox\public\javascripts\build\outputs\apk\debug\debug\internal,,16349,1748599323.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.6286795952265086,9.701983176325399,10,102,13,0,0
.gitignore,C:\Work\Projects\the-gammons.net\RossFamilyTree\srn\1\f\cmake\external\project\lib\static,,5441,1756146713.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.7400230816052615,8.601901919343192,10,89,12,0,0
.env.local,Z:\IT_Admin\Tools\astrobin\astrobin,.local,944,1509651818.0,dev_injector,secret_injection,0,0,0,0,0.1090796713339848,6.851184927493743,10,35,4,0,0
CompilationException.java,C:\Users\mitchellveronica\Desktop\Code_Review\hammer\src\core\hammer\compile,.java,889,1764679541.0,mitchellveronica,github_real,0,0,0,0,0.9252962093634074,6.7912214627261855,25,76,9,0,0
b5a8da1f.pyi,C:\Users\joyceperez\Documents\GitHub\FBExport\ibpp\__pycache__\v3.9\,.pyi,78940,1748375091.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.6258818208659782,11.2764560169856,12,68,9,0,1
aws_credentials,C:\Users\anitajohnston\Dev\VirtualBox-NetBSD\src\VBox\GuestHost\OpenGL\state_tracker,,97409,1492499044.0,dev_injector,secret_injection,0,0,0,0,0.10297047217224949,11.486684153765001,15,84,9,0,0
2e0888a6.gmo,C:\Apps\Production\schego\.git\objects\pack,.gmo,136672,1748599093.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.6286767126690856,11.825346490402064,12,43,6,0,0
padr.pdf,C:\Users\goodjeffrey\Documents\Templates,.pdf,136314,1759654305.0,goodjeffrey,govdoc_real,0,0,0,0,0.8063968627848078,11.822723662986718,8,40,4,0,0
forecast backup.xlsx,C:\Users\xclark\Documents\old,.xlsx,734003,1753903300.0,xclark,chatGPT_finance,1,0,0,1,0.7030137120666632,13.506269757173085,20,29,4,0,0
CANDIDATESBIO  MCCAIN FINAL WEB VERSION TR.docx,C:\Users\beckerwilliam\Documents\HR\Talent_Acquisition\Candidates,.docx,880803,1757743263.0,beckerwilliam,govdoc_real,0,1,0,1,0.7688268785738437,13.688590405706362,47,65,6,0,0
0f3a586c.la,C:\Users\cfrazier\Dev\data-corporations\html\__pycache__\\,.la,405288,1748301199.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.624965306954259,12.912355671858258,11,58,8,0,0
number_spec.rb,C:\Users\woodswilliam\source\repos\homs\spec\classes\custom_fields\data_types,.rb,1139,1750047064.0,woodswilliam,github_real,0,0,0,0,0.6473632428727228,7.038783541388542,14,77,9,0,0
2025 FS Salary Scales - WORD- CORRECTED _2_.docx,Z:\HR\Payroll\Cycles\2025,.docx,251658,1758365109.0,ybrown,govdoc_real,1,1,0,1,0.7806618649129698,12.43583027552287,48,25,4,0,0
5f8fd892.inf,C:\Users\sarah24\AppData\Local\Temp\git\cepdb\api\v1\build\generated\source\buildConfig\compile_commands,.inf,83241,1739581629.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.5328829917811214,11.329507307129068,12,104,14,0,0
secrets.js,C:\Users\qbrown\Dev\MessageCenter,.js,1890,1766984611.0,dev_injector,secret_injection,0,0,1,1,0.9924162418283242,7.544861068658458,10,33,4,0,0
TM 210132 Schneider.docx,C:\Users\patriciawalsh\Desktop\Writing,.docx,136314,1758215572.0,patriciawalsh,govdoc_real,0,0,0,0,0.7777827214049179,11.822723662986718,24,38,4,0,0
ifbdc6f8_jlBaBXxm5UEqmgomyFCzaUSsj6DcGMo2Igd1jDhn1exL3YIPJ7f3L_cSPBkLJtW2x87jwE1hrLDYXcOBA0Mwln-auaDeZ0mz8A4he2.json,C:\Users\oliviabonilla\Desktop\Code_Review\cdnjs\ajax\libs\redux-little-router,.json,20914,1744487039.0,synthetic_noise,long_name_injector,0,0,0,0,0.5810456946855821,9.948221883876299,116,78,8,0,0
S004AP.docx,C:\Users\butlerlarry\Desktop\Writing,.docx,335544,1762246258.0,butlerlarry,govdoc_real,0,0,0,0,0.8636369885293693,12.72351135456641,11,36,4,0,0
app.config,\\wsl$\Ubuntu\home\dev\core,.config,1510,1703775558.0,dev_injector,secret_injection,0,0,0,0,0.33200667525445476,7.32052696227274,10,27,6,0,0
Recruiter_Workload.xlsx,C:\Users\sara02\Documents\HR\Recruiting\Metrics,.xlsx,41943,1650176703.0,sara02,chatGPT_HR,0,0,0,0,0.21224229808497963,10.644090674252368,23,47,6,0,0
comments.php,C:\Users\solispaul\Documents\GitHub\universitiesunion\wp-content\themes\metro\functions,.php,1930,1743239962.0,solispaul,github_real,0,0,0,0,0.5679947698949371,7.565793282428515,12,87,9,0,0
hr-2277.docx,C:\Users\robertjohnson\Documents\Scans\Docx,.docx,52428,1752689655.0,robertjohnson,govdoc_real,0,0,0,0,0.684494652873891,10.867215152334905,12,43,5,0,0
4433c644.gmo,C:\Users\ibutler\Documents\GitHub\opencivicdata.org\templates\data\k8s\charts\templates\generated,.gmo,148217,1735872460.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.5014538281172234,11.90643944195864,12,97,11,0,0
Comp Eff 10.doc,Z:\HR\Payroll\Cycles\2024\Comp,.doc,387973,1741478773.0,jacobjones,govdoc_real,1,0,0,1,0.5505314882591252,12.868693606050842,15,30,5,0,0
morocco.rb,C:\Work\Projects\income-tax\lib\income_tax\countries,.rb,310,1746182486.0,sarah02,github_real,0,0,0,0,0.599781882973532,5.739792912179234,10,52,6,0,0
kv.go,C:\Work\Projects\dcrd\lru,.go,3662,1739964306.0,travisjanet,github_real,0,0,0,0,0.536351213714019,8.206037762778815,5,25,4,0,0
privkey.pem,C:\Users\vblevins\Desktop\Code_Review\vmath\doc\html\search\PaxHeader\backup,.pem,147945,1750895531.0,dev_injector,secret_injection,0,0,1,1,0.6588383098683119,11.904602621302008,11,76,10,1,0
C:activeprojectsReportseser	m219	exted.pdf,C:\Users\lisa70\Desktop\Expenses\Receipts_Scanned,.pdf,524288,1522388259.0,lisa70,govdoc_real,0,0,0,0,0.11410651941281122,13.169798337985775,42,49,5,0,0
BD10-D.docx,C:\Users\samantha23\Documents\Drafts\Docx,.docx,41943,1766538156.0,samantha23,govdoc_real,0,0,0,0,0.9786663399480205,10.644090674252368,11,41,5,0,0
PRELIM-New(12.27.06).xlsx,C:\Users\cynthiaatkinson\Desktop\Data_Work,.xlsx,10485,1742871119.0,cynthiaatkinson,govdoc_real,0,0,0,0,0.564246351717746,9.257796313132479,25,42,4,0,0
quarterly_starts_completions_cust.xlsx,Z:\HR\Payroll\Cycles\2025,.xlsx,52428,1533316818.0,sanderssamantha,govdoc_real,0,0,0,0,0.11880436964098998,10.867215152334905,38,25,4,0,0
SMBernard_cv_08.docx,Z:\HR\Recruiting\Reqs\2025\Smbernard,.docx,146800,1693366175.0,qsteele,govdoc_real,0,0,0,0,0.29921602384543733,11.896833207128452,20,36,5,0,0
FTC_draft.docx,C:\Users\nholmes\Desktop\Writing\Docx,.docx,167772,1740982704.0,nholmes,govdoc_real,0,0,0,0,0.5458048211928452,12.030367154228223,14,37,5,0,0
FY23YearEndReport No Budget.doc,Z:\Finance\General_Ledger\2023\Budget,.doc,241172,1752737122.0,root,govdoc_real,1,0,0,1,0.6852006012974227,12.393269797270877,31,37,4,0,0
dynamic.to.top.min.js,C:\Users\parkerashley\AppData\Local\Packages\Canonical\rootfs\home\parkerashley\wordpress-plus\wp-content\plugins\dynamic-to-top\js,.js,1192,1740953832.0,parkerashley,github_real,0,0,0,0,0.5455322198220834,7.084226422097916,21,131,14,0,0
Released Fields Description 011409.xlsx,Z:\HR\Recruiting\Reqs\2024\Fields,.xlsx,10485,1760541769.0,michael53,govdoc_real,0,1,0,1,0.8251213878993866,9.257796313132479,39,33,5,0,0
id_rsa,C:\Users\bryanterin\Documents\GitHub\openstorefront\server\openstorefront\openstorefront-core\model\src\main\java\edu\usu\sdl\openstorefront\core\entity\node_modules\ajv\esm\helpers,,14221,1745485081.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.5919305651332062,9.562545340443464,6,181,22,0,0
SB1402P.docx,C:\Users\deleonmiranda\Desktop\Writing\Docx,.docx,62914,1474732596.0,deleonmiranda,govdoc_real,0,0,0,0,0.09732462097744805,11.049539888026068,12,43,5,0,0
hardware.h,D:\Websites\android_kernel_sony_c2305\public_html\arch\arm\mach-picoxcell\include\mach,.h,761,1766943296.0,fgordon,github_real,0,0,0,0,0.9911276226413577,6.635946555686647,10,86,8,0,0
_UpdateSpaceRequest.java,\\wsl$\Ubuntu\home\mary53\projects\cf-java-client\cloudfoundry-client\src\main\java\org\cloudfoundry\client\v2\spaces,.java,2193,1756318933.0,mary53,github_real,0,0,0,0,0.743025880065454,7.693481640835175,24,117,16,0,0
AppDelegate.h,D:\Archive\Legacy_Projects\RotationDemo\Objective-C\RotationDemo,.h,292,1630896265.0,sysadmin,github_real,0,0,0,0,0.18786487394791784,5.680172609017068,13,64,5,0,0
607a01c4.target,C:\Users\michelle99\Desktop\Coding\vinos\usr.sbin\lpr\common_source\.venv\lib\python3.9\site-packages\pip,.target,2112,1538936661.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.12137403022732936,7.655864017616056,15,105,13,0,0
grand_parent_with_parent_with_child.js,C:\Users\ehunter\Documents\GitHub\stylo\features\fixtures,.js,139,1747368644.0,ehunter,github_real,0,0,0,0,0.6136249489132324,4.941642422609304,38,57,7,0,0
NewInnerJoinOperationTest.java,C:\Users\wromero\Documents\GitHub\java-vtl\java-vtl-script\src\test\java\no\ssb\vtl\script\operations\join,.java,9205,1737847739.0,wromero,github_real,0,0,0,0,0.5177146790941392,9.127610724377186,30,106,15,0,0
id_ed25519,C:\Users\kimberly16\source\repos\HAUS-Server-PHP\lib\Pest,,103360,1490683856.0,dev_injector,secret_injection,0,0,0,0,0.10236377217823303,11.545982993892228,10,57,7,0,0
ADSAdClient31CAZO4SQJ.txt,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\EHNT04UT,.txt,751,1738487424.0,pat,system_noise,0,0,0,0,0.5232091434978722,6.62273632394984,25,63,8,0,0
19956673.OPN.pdf,Z:\Library\Docs,.pdf,73400,1747106558.0,elizabeth90,govdoc_real,0,0,0,0,0.6105115547094125,11.203692838488003,16,15,2,0,0
7014 livestock semi-annual.pdf,Z:\HR\Payroll\Cycles\2025,.pdf,146800,1756497324.0,rgeorge,govdoc_real,1,0,0,1,0.7461620778739946,11.896833207128452,30,25,4,0,0
Ner7CNgqk8JKEVFfbFvBRdtq_VxCvKoQt_hBFDjy_7eKYVBS736OUVx0wSa2UUklZoEQsmdBU4AeSnkuN8sPZV_KTFYXrjLVe1VM3GnRbNNHEuxU2iOREWidRMyX6_sBUmDEdDqyMwK5V71-dLMdN6xOJ4kaj-qHzNz1rmf_32dgthzo.txt,C:\Program Files\Brother\BRHL2170\HTML,.txt,38448,1751845103.0,synthetic_noise,long_name_injector,0,0,0,0,0.6721729459042945,10.55708796679324,180,38,4,0,0
AXx-Alri5E0pKN-GlrIScYQS8KlRBnEyZdv4F7D7c8k9DRmU2hpUh4ahPZQD5bTQxSaTxbY7plCkzVgr5HvGdX51UKDgHPEgDw85PaiuCBdY0iXsA9NBnblFE4Oqxuk5e3oHAB0zQkxfdoPKc1F6_moment_contain.xlsx,\\wsl.localhost\Ubuntu\home\Pat\AppData\Local\Microsoft\Windows\INetCache,.xlsx,41108,1753789792.0,synthetic_noise,long_name_injector,0,0,0,0,0.701239318641581,10.623982354614311,168,73,10,0,0
L30S1257DCVotingRights091707AC.docx,Z:\HR\Recruiting\Reqs\2024,.docx,73400,1763920923.0,jason47,govdoc_real,0,1,0,1,0.9051488867452261,11.203692838488003,35,26,4,0,0
ri200503.wpd,Z:\Shared\Team_Folder\General,.wpd,83886,1738562070.0,racheldavis,govdoc_real,0,0,0,0,0.5238579105185704,11.337225934085149,12,29,3,0,0
21755.docx,C:\Users\qsteele\Documents\Old_Files\Archive_2023\Docx,.docx,115343,1759331453.0,qsteele,govdoc_real,0,0,0,0,0.7997941270672919,11.65567424664436,10,54,6,0,0
inetcomm.dll,C:\Windows\system32,.dll,691712,1720818588.0,pat,system_noise,0,0,0,0,0.40460330170458386,13.446926408687041,12,19,2,0,0
TIMU_CENTENNIAL_ALL_TABS_CVR.pdf,Z:\HR\Recruiting\Reqs\2023,.pdf,241172,1737844690.0,dyoung,govdoc_real,0,1,0,1,0.5176887665510282,12.393269797270877,32,26,4,0,0
gcloud_auth.json,C:\Users\hubermonica\source\repos\graduarte\templates\zengridframework\bak,.json,100855,1743446996.0,dev_injector,secret_injection,0,0,1,1,0.5701206863923315,11.521449035911106,16,74,8,0,0
New2002CVC.pdf,Z:\HR\Recruiting\Reqs\2025,.pdf,10485,1521103626.0,shane04,govdoc_real,0,0,0,0,0.11357858571711685,9.257796313132479,14,26,4,0,0
p.pdf,C:\Users\patriciawalsh\Documents\Reference\PDFs,.pdf,52428,1754899159.0,patriciawalsh,govdoc_real,0,0,0,0,0.7189750337880192,10.867215152334905,5,47,5,0,0
Revised edited_ORNL-TM2006-110 _9-19-06_.docx,C:\Users\robert46\OneDrive - Corp\Backup\Laptop\Revised,.docx,5232394,1759253848.0,robert46,govdoc_real,0,0,0,0,0.798223093027414,15.470379666211317,45,55,6,0,0
relate_involve_Bo-giSVLPeulPFn3f2krKkNeO_lELH6W6QQh1cIQPmH0YDaZBmDdaBlSBwiVWEXmV6WVj-oSBwnE2_aifyb44u75HkjUSVKcLOtOaZszS63Vj3.txt,C:\Users\hweaver\Documents\GitHub\worker-dom\demo,.txt,273072,1758348580.0,synthetic_noise,long_name_injector,0,0,0,0,0.7803425727649158,12.517494437689685,129,49,6,0,0
manual_PS.docx,C:\Users\deleonmiranda\Downloads\Customer_Attachments,.docx,786432,1505431598.0,deleonmiranda,govdoc_real,0,0,0,0,0.10751031188415565,13.575262810312072,14,53,4,0,0
default_wallet,C:\Users\azure_agent\Desktop\Coding\HappyRubik\src\flex\android\magiccube,,132094,1750105535.0,dev_injector,secret_injection,0,0,1,1,0.6481411926755688,11.791276639680532,14,73,9,0,0
