filename,path,extension,size_bytes,mod_time_unix,label
happy.jpg,C:\Users\taylormichael\Downloads,.jpg,26206101,1655725770,0.0
sys_7094.tmp,C:\Program Files,.tmp,44424674,1731152970,0.0
sys_1047.dat,C:\Windows\System32,.dat,33479409,1758109770,0.0
sys_1004.cache,C:\Program Files,.cache,11530034,1652096970,0.0
street.css,C:\Users\reidnicholas\Downloads,.css,20267711,1752752970,0.0
physical.xlsx,C:\Users\emily62\Downloads,.xlsx,38915720,1696333770,0.0
sys_5976.dat,C:\Users\Appdata\Local\Temp,.dat,35900365,1669376970,0.0
maybe.wav,C:\Users\hilljason\Downloads,.wav,45977380,1730116170,0.0
firm.avi,C:\Users\cnelson\Downloads,.avi,20508467,1755949770,0.0
argue.wav,C:\Users\hsexton\Downloads,.wav,40353776,1654516170,0.0
clear.avi,C:\Users\lisaarnold\Downloads,.avi,14397614,1622202570,0.0
sys_2776.bin,C:\Windows\System32,.bin,15427811,1733312970,0.0
deal.mp3,C:\Users\jasonbrown\Downloads,.mp3,13365476,1740656970,0.0
you.flac,C:\Users\lsmith\Downloads,.flac,33434065,1744717770,0.0
sys_9348.png,C:\Windows\System32,.png,22081158,1669808970,0.0
her.webm,C:\Users\mariaruiz\Downloads,.webm,8297025,1687434570,0.0
treatment.txt,C:\Users\kelly27\Downloads,.txt,3807,1684928970,0.0
sys_7971.cache,C:\Users\Appdata\Local\Temp,.cache,10105498,1753616970,0.0
sys_6399.dll,C:\Windows\System32,.dll,20626398,1732103370,0.0
gun.wav,C:\Users\johnsonjanet\Downloads,.wav,6122360,1704023370,0.0
sys_4486.png,C:\Users\Appdata\Local\Temp,.png,19931127,1765626570,0.0
short.mov,C:\Users\amandareynolds\Downloads,.mov,50646851,1717415370,0.0
rock.mov,C:\Users\janet71\Downloads,.mov,34373701,1760701770,0.0
rock.mov,C:\Users\amartin\Downloads,.mov,35830484,1678794570,0.0
role.webm,C:\Users\bryan31\Downloads,.webm,1473059,1640605770,0.0
sys_3983.sys,C:\Windows\System32,.sys,6112850,1664797770,0.0
sys_7268.dll,C:\Windows\System32,.dll,12115764,1645789770,0.0
debate.webm,C:\Users\courtney95\Downloads,.webm,31028792,1611316170,0.0
sys_8382.tmp,C:\Program Files,.tmp,40472910,1700567370,0.0
agreement.wav,C:\Users\thomassabrina\Downloads,.wav,15996882,1698061770,0.0
art.mp3,C:\Users\bbradshaw\Downloads,.mp3,17877705,1763293770,0.0
hair.js,C:\Users\gfry\Downloads,.js,12813110,1610106570,0.0
sys_3530.bin,C:\Program Files,.bin,42940643,1595418570,0.0
sys_5867.dll,C:\Users\Appdata\Local\Temp,.dll,2762796,1713700170,0.0
study.ods,C:\Users\ethompson\Downloads,.ods,2922915,1746445770,0.0
war.jpeg,C:\Users\carlacruz\Downloads,.jpeg,9434664,1652096970,0.0
especially.js,C:\Users\ffrench\Downloads,.js,39245499,1596800970,0.0
sys_3328.cache,C:\Windows\System32,.cache,10644693,1661514570,0.0
sys_7904.dat,C:\Windows\System32,.dat,50719569,1687693770,0.0
success.html,C:\Users\lisa69\Downloads,.html,41954535,1650282570,0.0
challenge.jpg,C:\Users\kingdonna\Downloads,.jpg,18138876,1754135370,0.0
sys_9634.dll,C:\Program Files,.dll,23688076,1686052170,0.0
threat.ppt,C:\Users\ann86\Downloads,.ppt,26077242,1608032970,0.0
sys_4968.png,C:\Users\Appdata\Local\Temp,.png,31894536,1667389770,0.0
her.png,C:\Users\cvalentine\Downloads,.png,30820057,1641037770,0.0
drive.ods,C:\Users\cindy35\Downloads,.ods,31960501,1684324170,0.0
sys_8792.dll,C:\Users\Appdata\Local\Temp,.dll,48814537,1607860170,0.0
sys_3158.dat,C:\Program Files,.dat,39824886,1715255370,0.0
car.ods,C:\Users\krichardson\Downloads,.ods,27700765,1681127370,0.0
sys_6323.cache,C:\Users\Appdata\Local\Temp,.cache,4378284,1646308170,0.0
sys_3042.cache,C:\Program Files,.cache,46590675,1600429770,0.0
western.html,C:\Users\palmermonica\Downloads,.html,23670647,1613044170,0.0
sys_8430.dll,C:\Program Files,.dll,6122589,1721216970,0.0
significant.wav,C:\Users\anthony60\Downloads,.wav,271002,1627472970,0.0
enjoy.ppt,C:\Users\lori01\Downloads,.ppt,51969934,1747050570,0.0
sys_1670.tmp,C:\Program Files,.tmp,19569164,1696852170,0.0
sys_8281.dat,C:\Users\Appdata\Local\Temp,.dat,39956132,1764676170,0.0
sys_6192.tmp,C:\Users\Appdata\Local\Temp,.tmp,17122830,1679140170,0.0
leader.numbers,C:\Users\corystephens\Downloads,.numbers,7608885,1702727370,0.0
sys_4670.dat,C:\Program Files,.dat,24908001,1640000970,0.0
program.mov,C:\Users\jasmine01\Downloads,.mov,29486125,1747309770,0.0
sys_2991.bin,C:\Program Files,.bin,30570181,1600084170,0.0
without.wav,C:\Users\tonyabyrd\Downloads,.wav,18800957,1659527370,0.0
sys_3920.tmp,C:\Users\Appdata\Local\Temp,.tmp,12947389,1646740170,0.0
response.jpeg,C:\Users\jonathan82\Downloads,.jpeg,27868527,1755172170,0.0
sys_5731.dat,C:\Windows\System32,.dat,30285167,1734090570,0.0
sys_2195.ico,C:\Program Files,.ico,34853460,1633520970,0.0
sys_6667.dll,C:\Program Files,.dll,51320378,1660736970,0.0
cultural.webm,C:\Users\james25\Downloads,.webm,7991006,1763552970,0.0
sys_9261.ico,C:\Users\Appdata\Local\Temp,.ico,9729318,1722080970,0.0
sys_7983.dat,C:\Program Files,.dat,44527132,1615376970,0.0
sys_5730.cache,C:\Users\Appdata\Local\Temp,.cache,29328906,1757936970,0.0
sys_8183.ico,C:\Users\Appdata\Local\Temp,.ico,40057186,1598096970,0.0
sys_5382.dll,C:\Users\Appdata\Local\Temp,.dll,20612641,1742557770,0.0
degree.doc,C:\Users\wongtimothy\Downloads,.doc,33801741,1728474570,0.0
think.mp4,C:\Users\eugenewalker\Downloads,.mp4,13525586,1766058570,0.0
sys_6454.tmp,C:\Program Files,.tmp,20211336,1744544970,0.0
television.mov,C:\Users\tbaker\Downloads,.mov,23710375,1718106570,0.0
respond.webm,C:\Users\zharrison\Downloads,.webm,19028130,1751197770,0.0
sys_5223.cache,C:\Windows\System32,.cache,30485535,1595677770,0.0
sys_2821.dat,C:\Windows\System32,.dat,4533266,1761824970,0.0
themselves.bmp,C:\Users\scottduncan\Downloads,.bmp,30627353,1758455370,0.0
sys_4245.cache,C:\Windows\System32,.cache,6221943,1722599370,0.0
herself.xls,C:\Users\keith13\Downloads,.xls,3888120,1700912970,0.0
argue.mp4,C:\Users\gregory36\Downloads,.mp4,19229333,1723981770,0.0
sys_2114.png,C:\Program Files,.png,52175925,1618832970,0.0
actually.bmp,C:\Users\pestrada\Downloads,.bmp,40032716,1692791370,0.0
try.csv,C:\Users\samuel63\Downloads,.csv,46112230,1610279370,0.0
far.avi,C:\Users\crystalparker\Downloads,.avi,25660243,1759492170,0.0
sys_1816.sys,C:\Windows\System32,.sys,40290683,1600775370,0.0
sys_7169.tmp,C:\Users\Appdata\Local\Temp,.tmp,37249081,1717156170,0.0
sys_3873.bin,C:\Program Files,.bin,50994761,1690804170,0.0
sys_2600.dat,C:\Windows\System32,.dat,31447826,1668944970,0.0
new.wav,C:\Users\parkerjason\Downloads,.wav,45880874,1691840970,0.0
several.tiff,C:\Users\williamsglenn\Downloads,.tiff,22596222,1749037770,0.0
value.json,C:\Users\rlopez\Downloads,.json,49289205,1676288970,0.0
sys_6500.tmp,C:\Windows\System32,.tmp,19919643,1732794570,0.0
science.tiff,C:\Users\cookcaitlyn\Downloads,.tiff,25149480,1621943370,0.0
sys_2029.dll,C:\Program Files,.dll,51699266,1765280970,0.0
sys_8541.cache,C:\Windows\System32,.cache,9076436,1722772170,0.0
material.ppt,C:\Users\gilmorejohn\Downloads,.ppt,49668130,1740311370,0.0
miss.avi,C:\Users\timothyatkins\Downloads,.avi,28165968,1689335370,0.0
sys_7805.png,C:\Program Files,.png,35242540,1713959370,0.0
sys_9282.ico,C:\Windows\System32,.ico,48998894,1657799370,0.0
sys_9700.ico,C:\Program Files,.ico,37225174,1633607370,0.0
sys_9391.dat,C:\Windows\System32,.dat,46282511,1686484170,0.0
mission.js,C:\Users\rhondatrujillo\Downloads,.js,46428592,1670327370,0.0
later.js,C:\Users\haleyscott\Downloads,.js,19764804,1689594570,0.0
sys_4665.cache,C:\Program Files,.cache,13778955,1679312970,0.0
sys_4197.dll,C:\Windows\System32,.dll,1063902,1686052170,0.0
sys_6710.ico,C:\Windows\System32,.ico,39023861,1698580170,0.0
southern.jpg,C:\Users\gwilliams\Downloads,.jpg,13338011,1661255370,0.0
sys_2420.dll,C:\Program Files,.dll,23649364,1606996170,0.0
car.wav,C:\Users\tnguyen\Downloads,.wav,38239063,1644666570,0.0
condition.jpg,C:\Users\vjoseph\Downloads,.jpg,34047537,1631447370,0.0
sys_2980.sys,C:\Program Files,.sys,29547499,1600948170,0.0
sys_6002.cache,C:\Windows\System32,.cache,12132030,1691149770,0.0
sys_6079.sys,C:\Users\Appdata\Local\Temp,.sys,30209641,1646740170,0.0
sys_7963.bin,C:\Windows\System32,.bin,11368123,1606823370,0.0
industry.js,C:\Users\patricia67\Downloads,.js,24714653,1598701770,0.0
half.jpeg,C:\Users\amberanderson\Downloads,.jpeg,2874957,1734263370,0.0
add.flac,C:\Users\jamescastillo\Downloads,.flac,51435351,1595504970,0.0
sys_7447.bin,C:\Users\Appdata\Local\Temp,.bin,41444607,1707220170,0.0
hard.css,C:\Users\morenochristopher\Downloads,.css,44776588,1728042570,0.0
sys_3318.dll,C:\Program Files,.dll,52210137,1709034570,0.0
sys_7015.dat,C:\Users\Appdata\Local\Temp,.dat,592659,1598096970,0.0
sys_5320.dat,C:\Windows\System32,.dat,6683658,1610106570,0.0
sys_4551.png,C:\Windows\System32,.png,34877080,1705232970,0.0
little.mov,C:\Users\robingarza\Downloads,.mov,42923272,1713268170,0.0
sys_6278.bin,C:\Users\Appdata\Local\Temp,.bin,42033600,1619092170,0.0
region.jpg,C:\Users\kennethnelson\Downloads,.jpg,9721413,1692445770,0.0
life.wav,C:\Users\sharonmiller\Downloads,.wav,29241605,1604749770,0.0
sys_3732.sys,C:\Program Files,.sys,25152096,1713095370,0.0
sys_3490.tmp,C:\Program Files,.tmp,8052715,1719834570,0.0
sys_7649.png,C:\Users\Appdata\Local\Temp,.png,7869591,1649504970,0.0
sys_3397.bin,C:\Windows\System32,.bin,25157886,1593776970,0.0
read.png,C:\Users\josephlee\Downloads,.png,27536467,1743076170,0.0
dream.mp3,C:\Users\shannon51\Downloads,.mp3,25410157,1673437770,0.0
forget.tiff,C:\Users\hboyd\Downloads,.tiff,17217002,1669895370,0.0
ten.mp3,C:\Users\garrettharris\Downloads,.mp3,46251825,1672228170,0.0
line.txt,C:\Users\anthony49\Downloads,.txt,3099,1699012170,0.0
sys_3209.tmp,C:\Program Files,.tmp,11191109,1687607370,0.0
sys_1118.png,C:\Windows\System32,.png,47084388,1758109770,0.0
sys_6970.dll,C:\Users\Appdata\Local\Temp,.dll,45509102,1630583370,0.0
sys_3038.tmp,C:\Program Files,.tmp,19275294,1746359370,0.0
sys_9262.cache,C:\Windows\System32,.cache,27196487,1613908170,0.0
sys_1868.cache,C:\Program Files,.cache,23529524,1617882570,0.0
rock.flac,C:\Users\nancymckenzie\Downloads,.flac,8612268,1754480970,0.0
sys_7261.tmp,C:\Windows\System32,.tmp,44554393,1673869770,0.0
sys_7657.dll,C:\Users\Appdata\Local\Temp,.dll,19222737,1629546570,0.0
fish.numbers,C:\Users\kmcdonald\Downloads,.numbers,22410607,1727610570,0.0
particular.gif,C:\Users\villarrealnathaniel\Downloads,.gif,27025930,1619869770,0.0
whose.flac,C:\Users\wrightgreg\Downloads,.flac,46519606,1661514570,0.0
mind.mp3,C:\Users\phamdeborah\Downloads,.mp3,17626266,1746272970,0.0
about.numbers,C:\Users\omarquez\Downloads,.numbers,33662494,1669808970,0.0
sys_7616.ico,C:\Program Files,.ico,35573235,1729079370,0.0
morning.css,C:\Users\wallacemichelle\Downloads,.css,47556793,1620992970,0.0
see.css,C:\Users\christopher58\Downloads,.css,29321548,1669290570,0.0
general.bmp,C:\Users\annafrench\Downloads,.bmp,49444411,1710244170,0.0
sys_4515.sys,C:\Windows\System32,.sys,43093851,1753357770,0.0
save.jpeg,C:\Users\hannahcameron\Downloads,.jpeg,2335870,1603367370,0.0
name.mp3,C:\Users\lori44\Downloads,.mp3,9377993,1716724170,0.0
own.js,C:\Users\don10\Downloads,.js,2163060,1689162570,0.0
sys_2558.ico,C:\Program Files,.ico,42307674,1720266570,0.0
return.webm,C:\Users\danielharris\Downloads,.webm,44401464,1593690570,0.0
great.doc,C:\Users\tglover\Downloads,.doc,29797739,1687952970,0.0
recognize.wav,C:\Users\andrew12\Downloads,.wav,34176519,1727524170,0.0
Republican.csv,C:\Users\ppeterson\Downloads,.csv,12864663,1655812170,0.0
see.avi,C:\Users\cartercassandra\Downloads,.avi,48892047,1753616970,0.0
sys_4215.ico,C:\Users\Appdata\Local\Temp,.ico,17936336,1620647370,0.0
man.mov,C:\Users\armstronglatoya\Downloads,.mov,19700163,1641988170,0.0
sys_5735.sys,C:\Windows\System32,.sys,36244960,1644925770,0.0
sys_1900.sys,C:\Windows\System32,.sys,20081541,1713354570,0.0
sys_8726.bin,C:\Users\Appdata\Local\Temp,.bin,48376636,1654861770,0.0
sys_9848.cache,C:\Program Files,.cache,42484027,1715255370,0.0
or.docx,C:\Users\jennifer09\Downloads,.docx,9750411,1629546570,0.0
accept.pdf,C:\Users\jimmyjuarez\Downloads,.pdf,16574156,1604490571,0.0
sys_6603.dll,C:\Windows\System32,.dll,17873538,1700221771,0.0
sys_1208.dat,C:\Windows\System32,.dat,20424523,1677152971,0.0
source.js,C:\Users\charlesbaker\Downloads,.js,11046874,1649245771,0.0
sys_4636.ico,C:\Users\Appdata\Local\Temp,.ico,1941098,1678535371,0.0
sys_2978.tmp,C:\Windows\System32,.tmp,43646911,1639914571,0.0
sys_8056.tmp,C:\Windows\System32,.tmp,30479982,1650109771,0.0
sys_1794.bin,C:\Windows\System32,.bin,8642989,1742557771,0.0
sys_5789.bin,C:\Windows\System32,.bin,12045361,1766144971,0.0
sys_4269.ico,C:\Users\Appdata\Local\Temp,.ico,8824279,1739792971,0.0
edge.js,C:\Users\hansenerin\Downloads,.js,4095025,1691495371,0.0
sys_3692.dll,C:\Program Files,.dll,35347828,1698580171,0.0
major.ppt,C:\Users\kayla88\Downloads,.ppt,25930695,1679744971,0.0
sys_3039.bin,C:\Users\Appdata\Local\Temp,.bin,36047079,1674388171,0.0
item.mov,C:\Users\christina50\Downloads,.mov,30045980,1700912971,0.0
clear.wav,C:\Users\nlee\Downloads,.wav,22820565,1660045771,0.0
national.wav,C:\Users\alexanderrobert\Downloads,.wav,50841135,1740570571,0.0
here.csv,C:\Users\stewartkeith\Downloads,.csv,3987210,1654602571,0.0
political.bmp,C:\Users\lorimurphy\Downloads,.bmp,47971584,1609760971,0.0
well.mp4,C:\Users\vtorres\Downloads,.mp4,8456382,1704887371,0.0
sys_4798.dll,C:\Users\Appdata\Local\Temp,.dll,26877680,1703159371,0.0
difference.bmp,C:\Users\nweber\Downloads,.bmp,34063529,1720266571,0.0
poor.html,C:\Users\jessicahoffman\Downloads,.html,5548493,1727178571,0.0
cost.avi,C:\Users\michaelallen\Downloads,.avi,44710410,1618055371,0.0
sys_4443.dat,C:\Users\Appdata\Local\Temp,.dat,48349597,1704455371,0.0
sys_6566.dat,C:\Users\Appdata\Local\Temp,.dat,18078373,1625572171,0.0
pretty.html,C:\Users\paultownsend\Downloads,.html,45959503,1765972171,0.0
sys_2982.cache,C:\Windows\System32,.cache,44922972,1593604171,0.0
sys_3653.cache,C:\Users\Appdata\Local\Temp,.cache,19692452,1629978571,0.0
I.avi,C:\Users\randy45\Downloads,.avi,17292182,1618573771,0.0
sys_8637.bin,C:\Windows\System32,.bin,30360511,1681991371,0.0
kitchen.png,C:\Users\veronica39\Downloads,.png,30070339,1599479371,0.0
sys_2939.dat,C:\Program Files,.dat,21291105,1622029771,0.0
sys_8200.dat,C:\Users\Appdata\Local\Temp,.dat,37289458,1747914571,0.0
member.avi,C:\Users\rivasamber\Downloads,.avi,48216532,1724672971,0.0
music.tiff,C:\Users\reesenicole\Downloads,.tiff,48574265,1754567371,0.0
sys_9274.dll,C:\Windows\System32,.dll,14952460,1662810571,0.0
late.mp3,C:\Users\katherinepowell\Downloads,.mp3,19265935,1749210571,0.0
guy.csv,C:\Users\osbornejoseph\Downloads,.csv,49203551,1692964171,0.0
around.numbers,C:\Users\stacey31\Downloads,.numbers,46179001,1627645771,0.0
sys_9150.png,C:\Program Files,.png,10446756,1679140171,0.0
sys_3267.ico,C:\Windows\System32,.ico,17045212,1663847371,0.0
reduce.bmp,C:\Users\bettydominguez\Downloads,.bmp,14567099,1657108171,0.0
south.odt,C:\Users\fraziergary\Downloads,.odt,22264319,1672055371,0.0
sys_5703.dll,C:\Program Files,.dll,2528735,1673351371,0.0
leg.mov,C:\Users\catherine09\Downloads,.mov,32560944,1750333771,0.0
style.numbers,C:\Users\jeffrey54\Downloads,.numbers,24553799,1756640971,0.0
sys_6718.sys,C:\Windows\System32,.sys,13766236,1615722571,0.0
wish.mp3,C:\Users\cooperarthur\Downloads,.mp3,51361815,1662983371,0.0
sys_6185.png,C:\Windows\System32,.png,23994532,1596455371,0.0
sys_3151.dat,C:\Users\Appdata\Local\Temp,.dat,33825101,1694087371,0.0
sys_3496.ico,C:\Windows\System32,.ico,50264516,1609501771,0.0
guy.js,C:\Users\daustin\Downloads,.js,33234460,1599652171,0.0
sys_2797.tmp,C:\Users\Appdata\Local\Temp,.tmp,25501927,1721908171,0.0
sys_9797.ico,C:\Users\Appdata\Local\Temp,.ico,45355841,1634039371,0.0
sys_8035.dll,C:\Program Files,.dll,18472948,1616240971,0.0
sys_7775.dat,C:\Users\Appdata\Local\Temp,.dat,20682676,1689076171,0.0
sys_1275.dll,C:\Program Files,.dll,46582672,1652442571,0.0
sys_7842.png,C:\Program Files,.png,48161079,1662896971,0.0
wonder.css,C:\Users\denise78\Downloads,.css,6903596,1715341771,0.0
sys_5916.cache,C:\Program Files,.cache,11312507,1600343371,0.0
green.pptx,C:\Users\bowersjohn\Downloads,.pptx,47294830,1751370571,0.0
sys_6416.tmp,C:\Users\Appdata\Local\Temp,.tmp,40246082,1622634571,0.0
too.gif,C:\Users\xcarey\Downloads,.gif,6957807,1618228171,0.0
sys_8461.dat,C:\Program Files,.dat,35333261,1691408971,0.0
do.mp3,C:\Users\chadfitzpatrick\Downloads,.mp3,7352169,1648813771,0.0
another.mp4,C:\Users\haleyrush\Downloads,.mp4,22844790,1659700171,0.0
sys_3946.png,C:\Program Files,.png,3314375,1730720971,0.0
medical.mp4,C:\Users\sydneywilson\Downloads,.mp4,43832380,1698407371,0.0
political.xlsx,C:\Users\phoward\Downloads,.xlsx,45741906,1745581771,0.0
guess.flac,C:\Users\kware\Downloads,.flac,9974726,1723636171,0.0
sys_2468.cache,C:\Windows\System32,.cache,9525227,1701517771,0.0
reality.flac,C:\Users\caseyhurley\Downloads,.flac,2702973,1656416971,0.0
born.docx,C:\Users\samuel79\Downloads,.docx,30748147,1720439371,0.0
report.mp3,C:\Users\chavezcolin\Downloads,.mp3,5285782,1689680971,0.0
sys_5433.cache,C:\Program Files,.cache,42867993,1731498571,0.0
pick.mp3,C:\Users\esmith\Downloads,.mp3,18405833,1684151371,0.0
edge.js,C:\Users\christina92\Downloads,.js,13867058,1718970571,0.0
sys_4543.tmp,C:\Windows\System32,.tmp,22320555,1759578571,0.0
sys_3402.dll,C:\Users\Appdata\Local\Temp,.dll,18612233,1601725771,0.0
sys_3844.cache,C:\Program Files,.cache,12218144,1677844171,0.0
